,fed_party,potus_party,recess,pce,ue,cars,house,cli,loan,exports,rgdp,gdpg,veloc,ffr,d_pce,d_ue,d_cars,d_house,d_cli,d_loan,d_exports,d_rgdp,d_gdpg,d_veloc,d_ffr,b0_spx,b0_usd,b1_spx,b1_usd
1991-02-07,1.0,1.0,1.0,3.73,6.6,12.409,965.0,97.38148,9.0,2.5,-1.9,4.0,7.247,7.0,-0.2799999999999998,0.6999999999999993,-1.3399999999999999,-49.0,-0.12068000000000723,-1.0,-1.1,1.7000000000000002,1.0,-0.05600000000000005,-1.0,304.22130911747115,82.43765995447286,0.27638838798253,0.006061735749003365
1991-03-27,1.0,1.0,1.0,3.43,6.8,12.848,921.0,97.7066,9.0,2.5,-1.9,4.0,7.247,6.25,-0.44999999999999973,0.5999999999999996,-0.2859999999999996,-224.0,0.4937699999999978,-1.0,-1.1,1.7000000000000002,1.0,-0.05600000000000005,-1.25,311.8180464230418,81.78944688235593,0.5420692746338059,0.03304150278360571
1991-05-15,1.0,1.0,0.0,3.45,6.9,12.487,996.0,98.4444,8.5,15.4,3.2,3.0,7.212,6.0,-0.36999999999999966,0.5,0.6579999999999995,198.0,1.282910000000001,-1.0,12.9,5.1,-1.0,-0.03500000000000014,-1.0,341.22316144172055,80.2544139516358,0.419788595702656,0.11707566904305822
1991-07-05,1.0,1.0,0.0,3.1,6.8,12.972,1063.0,99.03812,8.5,9.8,2.0,3.2,7.166,5.75,-0.33000000000000007,0.0,0.12399999999999878,142.0,1.3315200000000118,-0.5,7.300000000000001,3.9,-0.7999999999999998,-0.08099999999999952,-0.5,375.0931060295589,87.9367725182512,0.03755422721586703,0.06997860852326976
1991-08-21,1.0,1.0,0.0,2.91,6.9,12.565,1049.0,99.17667,8.5,9.8,2.0,3.2,7.166,5.75,-0.43999999999999995,0.20000000000000018,0.5269999999999992,48.0,1.101389999999995,-0.5,-5.6,-1.2000000000000002,0.20000000000000018,-0.045999999999999375,-0.25,376.17305599486497,93.00000680780167,0.06665168199555144,0.01569455884089844
1991-10-02,1.0,1.0,0.0,2.9,6.9,13.107,1015.0,99.20341,8.0,9.8,2.0,3.2,7.166,5.5,-0.33000000000000007,0.0,0.3879999999999999,-21.0,0.4223100000000102,-0.5,-5.6,-1.2000000000000002,0.20000000000000018,-0.045999999999999375,-0.25,376.79098707344906,96.42390899261916,0.11872988688957617,-0.04544805525225683
1991-11-06,1.0,1.0,0.0,2.97,7.0,12.576,1103.0,99.07494,8.0,9.3,1.4,2.4,7.058,5.25,-0.1299999999999999,0.20000000000000018,-0.395999999999999,40.0,0.03681999999999164,-0.5,-0.5,-0.6000000000000001,-0.8000000000000003,-0.10800000000000054,-0.5,383.88889772042916,95.05006727552373,0.04564877866274768,-0.04766640559286861
1991-12-18,1.0,1.0,0.0,3.0,7.3,12.658,1079.0,99.03893,7.5,9.3,1.4,2.4,7.058,4.75,0.08999999999999986,0.39999999999999947,0.09299999999999997,30.0,-0.13774000000000797,-1.0,-0.5,-0.6000000000000001,-0.8000000000000003,-0.10800000000000054,-1.0,391.05677558753223,93.53116553955954,-0.08248079740923173,-0.06081090927519325
1992-02-06,1.0,1.0,0.0,2.9,7.4,12.927,1250.0,99.21394,6.5,7.4,4.9,1.5,6.886,4.5,0.06999999999999984,0.40000000000000036,0.7099999999999991,171.0,0.06273999999999091,-1.5,-1.9000000000000004,3.5000000000000004,-0.8999999999999999,-0.1719999999999997,-0.75,376.8080006458103,90.2199293613382,0.3120069965584563,-0.04841477824259755
1992-04-01,1.0,1.0,0.0,2.99,7.4,12.824,1297.0,99.38452,6.5,7.4,4.9,1.5,6.886,4.0,-0.009999999999999787,0.10000000000000053,0.16600000000000037,218.0,0.3455900000000014,-1.0,-1.9000000000000004,3.5000000000000004,-0.8999999999999999,-0.1719999999999997,-0.75,395.98925062487314,84.11886533415556,0.1728669292814458,0.05460170451919533
1992-05-20,1.0,1.0,0.0,2.8,7.6,13.098,1214.0,99.63816,6.5,0.2,4.4,2.4,6.814,4.0,-0.08000000000000007,0.2999999999999998,0.5070000000000014,38.0,0.5501100000000037,0.0,-7.2,-0.5,0.8999999999999999,-0.07200000000000006,-0.5,410.9267575615575,87.80177453734146,-0.010201804157337537,0.019741889612737148
1992-07-02,1.0,1.0,0.0,2.8,7.8,13.543,1145.0,99.66827,6.5,0.2,4.4,2.4,6.814,3.75,-0.1900000000000004,0.39999999999999947,0.7189999999999994,-152.0,0.28375000000001194,0.0,-7.2,-0.5,0.8999999999999999,-0.07200000000000006,-0.25,407.5035221446265,91.51794128929747,0.03107106770071376,-0.05061525198308579
1992-08-19,1.0,1.0,0.0,2.75,7.6,12.873,1226.0,99.64877,6.0,8.8,4.0,2.0,6.735,3.25,-0.18999999999999995,0.1999999999999993,0.3229999999999986,127.0,0.10923999999999978,-0.5,8.600000000000001,-0.40000000000000036,-0.3999999999999999,-0.07899999999999974,-0.75,410.07012066157984,90.28877259769266,0.05544615820392795,-0.08291213329609184
1992-10-07,1.0,1.0,0.0,2.64,7.3,13.655,1244.0,99.78661,6.0,2.0,4.2,2.8,6.584,3.25,-0.1599999999999997,-0.5,0.1120000000000001,99.0,0.11833999999998923,-0.5,1.8,-0.20000000000000018,0.3999999999999999,-0.23000000000000043,-0.5,409.2162651466044,84.37867876811053,0.09214820689946199,-0.03299459357741945
1992-11-18,1.0,1.0,0.0,2.61,7.4,13.218,1214.0,99.9353,6.0,2.0,4.2,2.8,6.584,3.0,-0.20999999999999996,-0.2999999999999998,0.3650000000000002,75.0,0.2772199999999998,0.0,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,-0.25,417.3152391563613,79.2189669203589,-0.01215809114152198,0.070779271636951
1992-12-23,1.0,1.0,0.0,2.5,7.4,13.784,1227.0,100.0685,6.0,2.0,4.2,2.8,6.584,3.0,-0.25,-0.1999999999999993,0.9110000000000014,1.0,0.41973000000000127,0.0,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,-0.25,409.62218656639124,79.2808684273033,0.1825948885961916,0.11089996596332394
1993-02-04,1.0,0.0,0.0,2.51,7.1,12.969,1210.0,100.1166,6.0,0.9,0.7,2.3,6.508,3.0,-0.13000000000000034,-0.20000000000000018,-0.6859999999999999,-34.0,0.32999000000000933,0.0,-1.1,-3.5,-0.5,-0.07599999999999962,0.0,411.243181287411,85.78811398129545,0.27480084616029515,0.067272595434296
1993-03-24,1.0,0.0,0.0,2.45,7.0,13.326,1083.0,100.0243,6.0,0.9,0.7,2.3,6.508,3.0,-0.1599999999999997,-0.40000000000000036,0.10800000000000054,-131.0,0.08899999999999864,0.0,-1.1,-3.5,-0.5,-0.07599999999999962,0.0,429.8423738870567,90.13093517519859,0.15942924391063673,0.03779380944166011
1993-05-19,1.0,0.0,0.0,2.57,7.1,14.519,1260.0,99.73032,6.0,4.9,2.3,2.4,6.406,3.0,0.06999999999999984,-0.20000000000000018,1.0619999999999994,50.0,-0.4031799999999919,0.0,4.0,1.5999999999999999,0.10000000000000009,-0.10200000000000031,0.0,442.679258606021,94.1987140706463,0.016522227415000625,-0.03498959162784726
1993-07-08,1.0,0.0,0.0,2.5,6.9,14.451,1254.0,99.52399,6.0,-1.1,1.9,2.4,6.289,3.0,0.04999999999999982,-0.09999999999999964,1.125,171.0,-0.5003099999999989,0.0,-2.0,1.2,0.10000000000000009,-0.2190000000000003,0.0,446.7394621258557,91.76233271839885,-0.00874307407912571,-0.006201666488764205
1993-08-18,1.0,0.0,0.0,2.49,6.8,13.584,1300.0,99.53692,6.0,-1.1,1.9,2.4,6.289,3.0,-0.029999999999999805,-0.2999999999999998,-0.9429999999999996,42.0,-0.3515600000000063,0.0,-6.0,-0.3999999999999999,0.0,-0.11699999999999999,0.0,442.22156586318,88.61018441788215,0.06832520975414282,0.05945628720090924
1993-09-22,1.0,0.0,0.0,2.53,6.7,13.99,1343.0,99.64192,6.0,-1.1,1.9,2.4,6.289,3.0,-0.040000000000000036,-0.39999999999999947,-0.5289999999999999,83.0,-0.08840000000000714,0.0,-6.0,-0.3999999999999999,0.0,-0.11699999999999999,0.0,444.4046156968899,91.94185178765798,0.11794761996418744,0.015977292421410893
1993-11-17,1.0,0.0,0.0,2.43,6.6,14.882,1376.0,100.0666,6.0,13.5,5.6,2.2,6.25,3.0,-0.06999999999999984,-0.3000000000000007,0.43099999999999916,122.0,0.5426099999999963,0.0,14.6,3.6999999999999997,-0.19999999999999973,-0.0389999999999997,0.0,449.0873572267062,93.62990249767782,0.15560602525471884,-0.002575389337919124
1993-12-22,1.0,0.0,0.0,2.4,6.5,15.004,1533.0,100.3299,6.0,13.5,5.6,2.2,6.25,3.0,-0.0900000000000003,-0.2999999999999998,1.42,233.0,0.79298,0.0,14.6,3.6999999999999997,-0.19999999999999973,-0.0389999999999997,0.0,459.6008893373963,91.46857412597764,0.04763209229608912,0.039748060143801896
1994-02-04,1.0,0.0,0.0,2.35,6.6,15.52,1337.0,100.7775,6.0,4.0,3.9,1.9,6.264,3.0,-0.14000000000000012,-0.20000000000000018,0.609,-55.0,0.9485800000000069,0.0,-9.5,-1.6999999999999997,-0.30000000000000027,0.014000000000000234,0.0,460.2649128065001,93.46971595458689,0.11198606285036757,0.029927740279228992
1994-03-22,1.0,0.0,0.0,2.41,6.5,15.301,1564.0,100.9285,6.0,4.0,3.9,1.9,6.264,3.25,-0.020000000000000018,-0.09999999999999964,0.4190000000000005,188.0,0.8619000000000057,0.0,-9.5,-1.6999999999999997,-0.30000000000000027,0.014000000000000234,0.25,465.89649007591964,96.27914581160324,0.04635592585256312,-0.010356789790920723
1994-05-17,1.0,0.0,0.0,2.27,6.1,14.577,1526.0,101.0682,6.75,14.2,5.5,1.9,6.339,3.5,-0.08999999999999986,-0.5,-0.8019999999999996,254.0,0.4917999999999978,0.75,10.2,1.6,0.0,0.07500000000000018,0.5,479.2181064665691,96.51542261396709,-0.3084261491762967,-0.03121437985551466
1994-07-06,1.0,0.0,0.0,2.35,6.1,14.875,1439.0,101.0295,7.25,15.8,2.4,2.3,6.369,4.25,-0.06000000000000005,-0.40000000000000036,-0.42600000000000016,-125.0,0.10099999999999909,1.25,11.8,-1.5,0.3999999999999999,0.10499999999999954,1.0,458.1120108122899,95.15191667363851,-0.07433909967899102,-0.036581230345930055
1994-08-16,1.0,0.0,0.0,2.34,6.0,15.359,1450.0,100.9774,7.25,15.8,2.4,2.3,6.369,4.25,0.040000000000000036,-0.40000000000000036,-0.6540000000000017,-15.0,-0.04729999999999279,1.0,1.6000000000000014,-3.1,0.3999999999999999,0.02999999999999936,0.75,448.81771539345294,93.98307747531442,0.06667846868064169,-0.0462435967627493
1994-09-27,1.0,0.0,0.0,2.32,5.9,15.274,1474.0,100.9099,7.75,15.8,2.4,2.3,6.369,4.75,0.04999999999999982,-0.1999999999999993,0.6969999999999992,-52.0,-0.1583000000000112,0.5,1.6000000000000014,-3.1,0.3999999999999999,0.02999999999999936,0.5,449.8416095803658,91.84348318092933,0.15803036504352796,-0.03790728390289835
1994-11-15,1.0,0.0,0.0,2.28,5.6,15.89,1511.0,100.683,7.75,9.6,4.7,2.2,6.479,4.75,-0.07000000000000028,-0.5,1.0150000000000006,72.0,-0.3464999999999918,0.5,-6.200000000000001,2.3000000000000003,-0.09999999999999964,0.11000000000000032,0.5,459.82539444724307,89.99298503739905,0.0659891592039743,-0.03403476979728174
1994-12-20,1.0,0.0,0.0,2.25,5.5,15.584,1455.0,100.4894,8.5,9.6,4.7,2.2,6.479,5.5,-0.08999999999999986,-0.5,0.22499999999999964,5.0,-0.48799999999999955,0.75,-6.200000000000001,2.3000000000000003,-0.09999999999999964,0.11000000000000032,0.75,471.76328407843977,87.54135910575015,-0.15138014305610423,0.005439329297159789
1995-02-01,1.0,0.0,0.0,2.35,5.6,14.801,1407.0,100.233,8.5,7.9,1.4,2.2,6.55,5.5,0.0900000000000003,-0.20000000000000018,-1.093,-43.0,-0.5865000000000009,0.75,-1.6999999999999993,-3.3000000000000003,0.0,0.07099999999999973,0.75,460.99195425392213,86.83189459304839,0.0017668616116897778,0.019956946096419126
1995-03-28,1.0,0.0,0.0,2.25,5.4,15.256,1249.0,99.5694,9.0,7.9,1.4,2.2,6.55,6.0,-0.029999999999999805,-0.1999999999999993,-0.6340000000000003,-262.0,-1.1136000000000053,0.5,-1.6999999999999993,-3.3000000000000003,0.0,0.07099999999999973,0.5,446.8958229046149,90.77393833047441,0.4183881188337218,-0.05748355275840012
1995-05-23,1.0,0.0,0.0,2.27,5.6,14.806,1314.0,98.99206,9.0,5.7,1.2,1.9,6.614,6.0,-0.08000000000000007,0.0,0.004999999999999005,-93.0,-1.240940000000009,0.5,-2.2,-0.19999999999999996,-0.30000000000000027,0.06400000000000006,0.5,468.6320028270729,87.50577788152087,0.48081089634088353,-0.05710129747359497
1995-07-06,1.0,0.0,0.0,2.16,5.7,14.7,1461.0,98.72388,9.0,18.5,3.5,2.0,6.714,6.0,-0.08999999999999986,0.2999999999999998,-0.5560000000000009,212.0,-0.8455200000000076,0.0,10.6,2.1,-0.20000000000000018,0.1640000000000006,0.0,488.73306238030284,82.90704345460745,0.49543736747264217,-0.009199600816089656
1995-08-22,1.0,0.0,0.0,2.21,5.7,15.368,1416.0,98.66234,8.75,18.5,3.5,2.0,6.714,5.75,-0.10000000000000009,-0.09999999999999964,0.9900000000000002,149.0,-0.5845099999999945,-0.25,12.8,2.3,0.10000000000000009,0.10000000000000053,-0.25,513.9285621349073,81.85468387129805,0.45436171895693445,0.008466108385771625
1995-09-26,1.0,0.0,0.0,2.23,5.6,15.338,1369.0,98.60894,8.75,18.5,3.5,2.0,6.714,5.75,-0.040000000000000036,0.0,0.532,55.0,-0.383119999999991,-0.25,12.8,2.3,0.10000000000000009,0.10000000000000053,-0.25,532.1339708854814,80.69690736522838,0.3946181312709028,0.0445127705577479
1995-11-15,1.0,0.0,0.0,2.27,5.6,15.38,1452.0,98.54256,8.75,5.8,2.7,1.9,6.86,5.75,0.10999999999999988,-0.10000000000000053,0.6800000000000015,-9.0,-0.18131999999999948,0.0,-12.7,-0.7999999999999998,-0.10000000000000009,0.1459999999999999,0.0,553.2587852536233,83.54951457086875,0.3356716251016998,0.01117483308999547
1995-12-19,1.0,0.0,0.0,2.31,5.6,16.262,1431.0,98.5592,8.75,5.8,2.7,1.9,6.86,5.75,0.10000000000000009,-0.10000000000000053,0.8940000000000001,15.0,-0.10313999999999623,0.0,-12.7,-0.7999999999999998,-0.10000000000000009,0.1459999999999999,0.0,560.9616601995748,85.53053078030243,0.439792785770781,-0.013413677323877006
1996-01-31,1.0,0.0,0.0,2.25,5.6,14.812,1467.0,98.62561,8.5,4.9,3.0,1.9,7.016,5.5,-0.06999999999999984,0.09999999999999964,-0.049000000000001265,98.0,0.06152999999999054,-0.25,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.25,580.7036926487212,83.37827455727484,0.34887492680096893,0.022489785661040925
1996-03-26,1.0,0.0,0.0,2.26,5.5,16.044,1424.0,98.91733,8.25,4.9,3.0,1.9,7.016,5.25,-0.010000000000000231,-0.09999999999999964,0.6639999999999997,-28.0,0.37477000000001226,-0.5,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.5,602.7723719447081,84.83066942108879,0.432117032356099,0.017034973784853972
1996-05-21,1.0,0.0,0.0,2.25,5.6,15.993,1504.0,99.26136,8.25,6.7,6.8,1.7,7.18,5.25,0.0,0.0,1.181000000000001,37.0,0.6357500000000016,-0.25,1.7999999999999998,3.8,-0.19999999999999996,0.1639999999999997,-0.25,636.9377056968431,86.18014328629515,0.15346014272309502,0.013076024740249775
1996-07-03,1.0,0.0,0.0,2.32,5.5,15.074,1472.0,99.49156,8.25,3.3,3.6,1.3,7.369,5.25,0.06000000000000005,0.0,-0.9700000000000006,48.0,0.57423,0.0,-1.6000000000000005,0.6000000000000001,-0.5999999999999999,0.35299999999999976,0.0,639.4182792638227,86.46827399930582,0.2843160122512741,0.018183066365784272
1996-08-20,1.0,0.0,0.0,2.31,5.1,15.486,1557.0,99.56683,8.25,3.3,3.6,1.3,7.369,5.25,0.08999999999999986,-0.5,0.02000000000000135,41.0,0.47184000000000026,0.0,-3.4000000000000004,-3.1999999999999997,-0.3999999999999999,0.18900000000000006,0.0,661.8801724746455,88.59453509650933,-0.059165364712070456,-0.016646249484460595
1996-09-24,1.0,0.0,0.0,2.36,5.2,15.534,1475.0,99.63841,8.25,3.3,3.6,1.3,7.369,5.25,0.10999999999999988,-0.39999999999999947,-0.45899999999999963,-29.0,0.377049999999997,0.0,-3.4000000000000004,-3.1999999999999997,-0.3999999999999999,0.18900000000000006,0.0,661.5863993201654,88.14828278168864,-0.002362453554511166,-0.014829679955009622
1996-11-13,1.0,0.0,0.0,2.39,5.4,15.712,1489.0,99.79406,8.25,27.4,4.2,2.2,7.623,5.25,0.07000000000000028,-0.09999999999999964,0.6379999999999999,17.0,0.3024999999999949,0.0,24.099999999999998,0.6000000000000001,0.9000000000000001,0.25400000000000045,0.0,633.5171864911329,86.29036692792138,0.7279254730014644,0.013495229000921972
1996-12-17,1.0,0.0,0.0,2.38,5.4,15.183,1370.0,99.88283,8.25,27.4,4.2,2.2,7.623,5.25,0.06999999999999984,0.3000000000000007,-0.3030000000000008,-187.0,0.3160000000000025,0.0,24.099999999999998,0.6000000000000001,0.9000000000000001,0.25400000000000045,0.0,652.9787355846836,86.88275043549646,0.8551515342214415,0.009072814201461065
1997-02-05,1.0,0.0,0.0,2.36,5.2,15.271,1486.0,100.1147,8.25,7.8,2.6,2.4,7.761,5.25,0.020000000000000018,0.0,-0.036999999999999034,94.0,0.40334000000000003,0.0,-19.599999999999998,-1.6,0.19999999999999973,0.1379999999999999,0.0,700.3399769567409,86.2911172116668,0.6633771119805467,0.040411190148254277
1997-03-25,1.0,0.0,0.0,2.31,5.2,15.816,1457.0,100.2525,8.25,7.8,2.6,2.4,7.761,5.25,-0.08000000000000007,-0.20000000000000018,0.10400000000000098,-32.0,0.45843999999999596,0.0,-19.599999999999998,-1.6,0.19999999999999973,0.1379999999999999,0.0,736.030627922884,86.78174123185757,0.6119894251315223,0.0837340460056927
1997-05-20,1.0,0.0,0.0,2.22,4.9,15.088,1442.0,100.5384,8.5,17.0,6.8,0.8,8.002,5.5,-0.1299999999999999,-0.39999999999999947,-0.5940000000000012,87.0,0.5514900000000011,0.25,9.2,4.199999999999999,-1.5999999999999999,0.24100000000000055,0.25,783.1088336666205,93.34656806571485,0.09467088975075588,0.02893864250616817
1997-07-02,1.0,0.0,0.0,2.22,5.0,14.524,1494.0,100.6752,8.5,17.0,6.8,0.8,8.002,5.5,-0.08999999999999986,-0.20000000000000018,-1.2920000000000016,37.0,0.42270000000000607,0.25,9.2,4.199999999999999,-1.5999999999999999,0.24100000000000055,0.25,751.2502766762402,95.88111763146834,1.0902349052686766,-0.005730259810986012
1997-08-19,1.0,0.0,0.0,2.06,4.8,16.148,1390.0,100.8811,8.5,9.6,5.1,1.8,8.102,5.5,-0.25,-0.2999999999999998,1.0899999999999999,-102.0,0.48560000000000514,0.0,-7.4,-1.7000000000000002,1.0,0.09999999999999964,0.0,790.9763414305272,94.33719623453611,1.4363206164839386,0.03813816125536463
1997-09-30,1.0,0.0,0.0,2.05,4.9,15.096,1546.0,100.9387,8.5,9.6,5.1,1.8,8.102,5.5,-0.17000000000000037,-0.09999999999999964,0.572000000000001,52.0,0.2634999999999934,0.0,-7.4,-1.7000000000000002,1.0,0.09999999999999964,0.0,881.0628018285599,95.55591884271267,0.5758099944906767,0.035331896667414674
1997-11-12,1.0,0.0,0.0,1.8,4.6,15.825,1510.0,100.9668,8.5,-0.6,3.5,1.3,8.196,5.5,-0.32999999999999985,-0.3000000000000007,0.2569999999999997,73.0,0.17180000000000462,0.0,-10.2,-1.5999999999999996,-0.5,0.09399999999999942,0.0,927.970267008166,99.92023280316518,0.13989320595388052,-0.03101371581056826
1997-12-16,1.0,0.0,0.0,1.73,4.7,16.474,1566.0,100.9307,8.5,-0.6,3.5,1.3,8.196,5.5,-0.33000000000000007,-0.09999999999999964,0.3260000000000005,176.0,0.04959999999999809,0.0,-10.2,-1.5999999999999996,-0.5,0.09399999999999942,0.0,923.4069002528355,98.49403150143536,0.31666410690732943,-0.015381479807614102
1998-02-04,1.0,0.0,0.0,1.61,4.6,15.232,1584.0,100.8111,8.5,1.9,4.1,0.6,8.238,5.5,-0.2899999999999998,-0.10000000000000053,-0.19899999999999984,64.0,-0.15789999999999793,0.0,2.5,0.5999999999999996,-0.7000000000000001,0.041999999999999815,0.0,942.2730086693338,95.69399055153997,0.18878001261000374,0.041631814493028434
1998-03-31,1.0,0.0,0.0,1.65,4.7,15.405,1567.0,100.709,8.5,1.9,4.1,0.6,8.238,5.5,-0.15000000000000013,0.10000000000000053,-0.41999999999999993,57.0,-0.25780000000000314,0.0,2.5,0.5999999999999996,-0.7000000000000001,0.041999999999999815,0.0,925.1433914192086,98.92870572758436,1.305765180885587,0.014178620608345524
1998-05-19,1.0,0.0,0.0,1.71,4.4,17.057,1536.0,100.395,8.5,-4.3,3.8,0.9,8.326,5.5,0.050000000000000044,-0.1999999999999993,2.267999999999999,11.0,-0.48390000000000555,0.0,-6.199999999999999,-0.2999999999999998,0.30000000000000004,0.08800000000000097,0.0,983.5949732729744,100.16970888034412,1.378525711376504,-0.002740204847104592
1998-07-01,1.0,0.0,0.0,1.64,4.5,16.771,1641.0,100.1963,8.5,-4.3,3.8,0.9,8.326,5.5,-0.010000000000000009,-0.20000000000000018,1.3660000000000014,74.0,-0.5127000000000095,0.0,-6.199999999999999,-0.2999999999999998,0.30000000000000004,0.08800000000000097,0.0,1083.6708173753918,100.09882641508266,0.3057760913460516,0.00201972287487762
1998-08-18,1.0,0.0,0.0,1.75,4.5,14.796,1614.0,99.84415,8.5,-1.8,5.1,1.7,8.469,5.5,0.1200000000000001,0.20000000000000018,-1.1270000000000007,74.0,-0.7255499999999984,0.0,2.5,1.2999999999999998,0.7999999999999999,0.1429999999999989,0.0,1109.7789825283598,99.21209096339264,0.14267949133446775,0.02299426593131407
1998-09-29,1.0,0.0,0.0,1.7,4.6,16.313,1582.0,99.74725,8.5,-1.8,5.1,1.7,8.469,5.5,-0.010000000000000009,0.1999999999999993,-0.7439999999999998,46.0,-0.647750000000002,0.0,2.5,1.2999999999999998,0.7999999999999999,0.1429999999999989,0.0,1155.8183966195488,102.21870424136065,-1.0846327687188915,-0.03172332622460362
1998-11-17,1.0,0.0,0.0,1.78,4.4,16.118,1660.0,99.85159,8.0,15.7,6.6,1.1,8.511,5.25,0.09000000000000008,-0.09999999999999964,1.4499999999999993,-38.0,-0.15300999999999476,-0.5,17.5,1.5,-0.5999999999999999,0.041999999999999815,-0.25,1079.7313587467445,102.51591518088459,-0.2653673429920508,-0.08476608997703551
1998-12-22,1.0,0.0,0.0,1.81,4.4,17.409,1792.0,100.0193,7.75,15.7,6.6,1.1,8.511,4.75,0.06000000000000005,-0.09999999999999964,2.6129999999999995,178.0,0.17515000000000214,-0.75,17.5,1.5,-0.5999999999999999,0.041999999999999815,-0.75,975.6334934870085,97.94159844862875,1.7883894556626956,-0.03893022940093509
1999-02-03,1.0,0.0,0.0,1.8,4.4,17.097,1670.0,100.4372,7.75,-1.3,3.8,1.3,8.578,4.75,0.030000000000000027,-0.09999999999999964,-0.03399999999999892,-45.0,0.6885699999999986,-0.5,-17.0,-2.8,0.19999999999999996,0.06700000000000017,-0.5,1029.5064224394623,93.8429056582539,2.2163948372459954,0.011248087253400218
1999-03-30,1.0,0.0,0.0,1.72,4.2,16.832,1710.0,100.6267,7.75,-1.3,3.8,1.3,8.578,4.75,-0.06000000000000005,-0.20000000000000018,0.7140000000000022,50.0,0.775109999999998,0.0,-17.0,-2.8,0.19999999999999996,0.06700000000000017,0.0,1183.7996373245467,93.11858868064034,0.9273183872362557,0.05376181865255355
1999-05-18,1.0,0.0,0.0,1.73,4.2,17.564,1611.0,100.935,7.75,5.1,3.4,1.5,8.647,4.75,-0.1100000000000001,-0.09999999999999964,0.9710000000000001,-137.0,0.7086000000000041,0.0,6.3999999999999995,-0.3999999999999999,0.19999999999999996,0.06900000000000084,0.0,1222.9765776816773,95.66430469421034,1.1268936979959274,0.05187443176411962
1999-06-30,1.0,0.0,0.0,1.76,4.3,17.346,1559.0,101.0431,7.75,5.1,3.4,1.5,8.647,4.75,0.040000000000000036,0.09999999999999964,0.5139999999999993,-151.0,0.4163999999999959,0.0,6.3999999999999995,-0.3999999999999999,0.19999999999999996,0.06900000000000084,0.0,1293.7613692537902,98.97144349905867,0.37328798221374415,0.03051215732708994
1999-08-24,1.0,0.0,0.0,1.75,4.2,17.641,1648.0,101.177,8.0,12.6,5.4,1.4,8.82,5.0,-0.020000000000000018,-0.09999999999999964,0.7119999999999997,95.0,0.3843000000000103,0.25,7.5,2.0000000000000004,-0.10000000000000009,0.17300000000000004,0.25,1335.1848663730177,101.7723048095397,0.09086654155445378,-0.0024364966392379905
1999-10-05,1.0,0.0,0.0,1.81,4.1,17.684,1608.0,101.2778,8.25,8.8,6.7,2.2,8.902,5.25,0.050000000000000044,-0.20000000000000018,0.33800000000000097,49.0,0.23470000000000368,0.5,3.700000000000001,3.3000000000000003,0.7000000000000002,0.254999999999999,0.5,1359.043832868878,103.27440259950978,-0.3393766246169983,-0.034919933997193564
1999-11-16,1.0,0.0,0.0,1.84,4.1,17.62,1648.0,101.3312,8.25,8.8,6.7,2.2,8.902,5.25,0.050000000000000044,-0.20000000000000018,-0.06799999999999784,-21.0,0.21059999999999945,0.25,-3.799999999999999,1.2999999999999998,0.8000000000000003,0.08199999999999896,0.25,1336.9342495772996,100.86030929371124,-0.1294522099793443,-0.018341340319546203
1999-12-21,1.0,0.0,0.0,1.88,4.0,18.322,1708.0,101.3688,8.5,8.8,6.7,2.2,8.902,5.5,0.1299999999999999,-0.20000000000000018,0.6810000000000009,60.0,0.19179999999998643,0.5,-3.799999999999999,1.2999999999999998,0.8000000000000003,0.08199999999999896,0.5,1296.7386805734118,99.08441952155576,0.9359396793728084,0.01645232955175094
2000-02-02,1.0,0.0,0.0,2.0,4.0,18.635,1636.0,101.3642,8.5,5.9,1.5,2.7,8.989,5.5,0.18999999999999995,-0.09999999999999964,0.9510000000000005,28.0,0.08639999999999759,0.25,-2.9000000000000004,-5.2,0.5,0.08700000000000152,0.25,1314.8694649775762,98.39027602676711,1.295167334738741,0.03911301415165408
2000-03-21,1.0,0.0,0.0,2.24,4.0,18.343,1604.0,101.2057,8.75,5.9,1.5,2.7,8.989,5.75,0.40000000000000013,-0.09999999999999964,0.722999999999999,-44.0,-0.1255000000000024,0.25,-2.9000000000000004,-5.2,0.5,0.08700000000000152,0.25,1437.2442773071937,100.45130543459217,-0.4032651991995972,0.04326938478406401
2000-05-16,1.0,0.0,0.0,2.22,4.0,17.943,1575.0,100.9432,9.0,12.8,7.5,2.5,9.251,6.0,0.2200000000000002,0.0,-0.6920000000000002,-61.0,-0.42099999999999227,0.5,6.9,6.0,-0.20000000000000018,0.2619999999999987,0.5,1398.4733649973064,102.17964272722398,0.47568429929465594,0.061420570197093176
2000-06-28,1.0,0.0,0.0,2.27,4.0,17.596,1559.0,100.7791,9.5,12.8,7.5,2.5,9.251,6.5,0.1499999999999999,-0.09999999999999964,-1.8049999999999997,-178.0,-0.5215000000000032,0.75,6.9,6.0,-0.20000000000000018,0.2619999999999987,0.75,1435.8481301278623,105.61543315750836,0.11146553384873172,0.03214817893563878
