,fed_party,potus_party,recess,pce,ue,cars,house,cli,loan,exports,rgdp,gdpg,veloc,ffr,d_pce,d_ue,d_cars,d_house,d_cli,d_loan,d_exports,d_rgdp,d_gdpg,d_veloc,d_ffr,b0_spx,b0_usd,b1_spx,b1_usd
2000-08-22,1.0,0.0,0.0,2.32,4.1,17.531,1541.0,100.3819,9.5,9.9,0.4,2.4,9.37,6.5,0.13999999999999968,0.2999999999999998,-0.40800000000000125,-85.0,-0.7064999999999912,0.5,-2.9000000000000004,-7.1,-0.10000000000000009,0.11899999999999977,0.5,1424.617010661412,109.13488690399927,0.48302218787608414,-0.0008916577611319634
2000-10-03,1.0,0.0,0.0,2.42,3.9,17.514,1549.0,99.82796,9.5,-3.9,2.4,2.2,9.546,6.5,0.1499999999999999,-0.10000000000000009,-0.08200000000000074,-10.0,-0.9511399999999952,0.0,-16.7,-5.1,-0.2999999999999998,0.29499999999999993,0.0,1467.0079266550924,105.58397199142077,0.09267764088627549,0.07793183823792228
2000-11-15,1.0,0.0,0.0,2.45,3.9,16.634,1551.0,99.48232,9.5,-3.9,2.4,2.2,9.546,6.5,0.15000000000000036,-0.10000000000000009,-0.6819999999999986,88.0,-1.1144800000000004,0.0,-13.8,2.0,-0.19999999999999973,0.17600000000000016,0.0,1503.607346253679,109.12180384170911,-0.9633840295677002,0.07095847594439136
2000-12-19,1.0,0.0,0.0,2.5,3.9,16.222,1532.0,99.10956,9.5,-3.9,2.4,2.2,9.546,6.5,0.18000000000000016,-0.19999999999999973,-1.3089999999999975,-9.0,-1.2723399999999998,0.0,-13.8,2.0,-0.19999999999999973,0.17600000000000016,0.0,1506.945639794229,113.26660124723576,-1.597512188956753,0.027856841697668975
2001-01-31,1.0,1.0,0.0,2.52,4.2,17.652,1600.0,98.76899,9.0,-4.9,-1.3,2.7,9.499,6.5,0.10000000000000009,0.30000000000000027,0.13800000000000168,51.0,-1.0589700000000022,-0.5,-1.0000000000000004,-3.7,0.5,-0.04699999999999882,0.0,1401.3733085617757,117.8150428046865,-0.7719870049269919,-0.06701892762972635
2001-03-20,1.0,1.0,0.0,2.5,4.3,17.248,1590.0,98.33782,8.5,-4.9,-1.3,2.7,9.499,5.5,0.04999999999999982,0.3999999999999999,0.6140000000000008,39.0,-1.1445000000000078,-1.0,-1.0000000000000004,-3.7,0.5,-0.04699999999999882,-1.0,1365.9046768887615,113.73737624722736,-0.9778334086598085,-0.025821453422728128
2001-05-15,1.0,1.0,1.0,2.59,4.3,16.876,1605.0,98.22443,7.5,-11.2,2.5,2.4,9.459,5.0,0.06999999999999984,0.09999999999999964,-0.7759999999999998,5.0,-0.5445600000000042,-1.5,-6.299999999999999,3.8,-0.30000000000000027,-0.040000000000000924,-1.5,1326.7645412631823,110.15923530641666,-1.3359739785511635,0.05643721956106943
2001-06-27,1.0,1.0,1.0,2.67,4.5,17.464,1636.0,98.20039,7.0,-11.2,2.5,2.4,9.459,4.0,0.1299999999999999,0.2999999999999998,-0.3620000000000019,11.0,-0.3070199999999943,-1.5,-6.299999999999999,3.8,-0.30000000000000027,-0.040000000000000924,-1.5,1179.9357753623624,112.65901763012259,0.7213063193191043,0.05676721304901374
2001-08-21,1.0,1.0,1.0,2.65,4.9,16.348,1567.0,98.09113,6.75,-19.0,-1.6,1.6,9.098,3.75,0.06000000000000005,0.5,-0.5240000000000009,-82.0,-0.16075999999999624,-0.75,-7.800000000000001,-4.1,-0.7999999999999998,-0.3609999999999989,-1.25,1277.289537101721,117.32553353638032,-0.7736701269590666,0.0005162473602156651
2001-10-02,1.0,1.0,1.0,2.53,5.0,16.365,1562.0,98.04958,6.0,-19.0,-1.6,1.6,9.098,3.5,-0.14000000000000012,0.5,-1.0990000000000002,-74.0,-0.15080999999999278,-1.0,-7.800000000000001,-4.1,-0.7999999999999998,-0.3609999999999989,-0.5,1282.3845416189392,120.35886634322237,-1.8798690803264064,-0.06808038334422943
2001-11-06,1.0,1.0,1.0,2.47,5.5,18.031,1602.0,98.26979,5.5,-13.2,1.1,1.3,9.086,2.5,-0.1599999999999997,0.9000000000000004,1.5679999999999978,-68.0,0.11481000000000563,-1.25,5.800000000000001,2.7,-0.30000000000000004,-0.012000000000000455,-1.25,1219.0012258016627,116.96253982522929,-1.5691606286880004,-0.03480598748545733
2001-12-11,1.0,1.0,0.0,2.37,5.7,16.465,1568.0,98.53629,5.0,-13.2,1.1,1.3,9.086,2.0,-0.2799999999999998,0.7999999999999998,0.11700000000000088,1.0,0.4451599999999871,-1.75,5.800000000000001,2.7,-0.30000000000000004,-0.012000000000000455,-1.75,1103.7390922506886,112.7567853207759,0.05625900582701034,0.029717898042642927
2002-01-30,1.0,1.0,0.0,2.24,5.7,16.523,1698.0,98.84505,4.75,9.0,3.4,1.3,9.05,1.75,-0.2599999999999998,0.40000000000000036,-5.532,158.0,0.744569999999996,-1.25,22.2,2.3,0.0,-0.03599999999999959,-0.75,1081.7127912260535,113.76136669022321,0.7033593056403386,0.036772556915590525
2002-03-19,1.0,1.0,0.0,2.22,5.7,17.107,1642.0,99.35823,4.75,9.0,3.4,1.3,9.05,1.75,-0.25,0.20000000000000018,-0.9239999999999995,40.0,1.0884400000000056,-0.25,22.2,2.3,0.0,-0.03599999999999959,-0.25,1147.0722083401345,116.05154495764698,-0.19770512340627494,0.02571074319337839
2002-05-07,1.0,1.0,0.0,2.11,5.8,16.197,1764.0,99.39401,4.75,12.4,2.5,1.4,9.15,1.75,-0.13000000000000034,0.09999999999999964,-0.3260000000000005,66.0,0.5489599999999939,0.0,3.4000000000000004,-0.8999999999999999,0.09999999999999987,0.09999999999999964,0.0,1136.7683034547329,119.04793350492955,-0.21555832365162622,-0.02140083403063777
2002-06-26,1.0,1.0,0.0,2.01,5.8,16.953,1717.0,99.19807,4.75,12.4,2.5,1.4,9.15,1.75,-0.2200000000000002,0.09999999999999964,-0.3509999999999991,-112.0,0.060230000000004225,0.0,3.4000000000000004,-0.8999999999999999,0.09999999999999987,0.09999999999999964,0.0,1170.794389244618,120.18101291393774,-1.258604527722048,-0.08614307260238442
2002-08-13,1.0,1.0,0.0,2.0,5.7,18.449,1633.0,98.61288,4.75,1.3,1.6,1.9,9.199,1.75,-0.16999999999999993,-0.20000000000000018,0.7810000000000024,41.0,-0.837379999999996,0.0,-11.1,-0.8999999999999999,0.5,0.04899999999999949,0.0,1145.0629222084558,116.44630425298182,-2.385451023084277,-0.1017600178925542
2002-09-24,1.0,1.0,0.0,2.07,5.7,16.665,1804.0,98.33202,4.75,1.3,1.6,1.9,9.199,1.75,-0.040000000000000036,-0.09999999999999964,0.46799999999999997,40.0,-1.0619899999999944,0.0,-11.1,-0.8999999999999999,0.5,0.04899999999999949,0.0,1028.3203908846076,109.63926561108633,-1.5021759383620803,-0.031064690834234566
2002-11-06,1.0,1.0,0.0,2.06,5.9,16.52,1753.0,97.96423,4.75,-5.8,0.5,2.3,9.132,1.75,0.03000000000000025,0.10000000000000053,-1.626999999999999,98.0,-0.9509999999999934,0.0,-7.1,-1.1,0.3999999999999999,-0.06700000000000017,0.0,903.0620801896915,106.1357340042913,-0.3672463777509644,0.015022677157900285
2002-12-10,1.0,1.0,0.0,2.1,6.0,17.866,1788.0,97.86587,4.25,-5.8,0.5,2.3,9.132,1.25,0.10000000000000009,0.2999999999999998,-0.583000000000002,155.0,-0.7470100000000031,-0.5,-7.1,-1.1,0.3999999999999999,-0.06700000000000017,-0.5,886.1158684292424,107.78521187942547,0.06503168867300911,-0.015294874789888816
2003-01-29,1.0,1.0,0.0,2.08,5.8,16.708,1853.0,97.79422,4.25,-1.2,2.1,2.0,9.048,1.25,0.010000000000000231,0.09999999999999964,0.04299999999999926,49.0,-0.5378000000000043,-0.5,-2.5,0.5,0.10000000000000009,-0.1509999999999998,-0.5,861.903253466662,108.77398336321198,0.48348322361822826,-0.06773920319495798
2003-03-18,1.0,1.0,0.0,1.99,5.9,16.467,1726.0,97.79614,4.25,-1.2,2.1,2.0,9.048,1.25,-0.07000000000000006,0.0,-0.053000000000000824,-27.0,-0.1680900000000065,0.0,4.6,1.6,-0.2999999999999998,-0.08399999999999963,0.0,935.0131296700247,106.00135666937811,-0.9663942821233574,-0.07014884154237844
2003-05-06,1.0,1.0,0.0,1.82,6.1,16.47,1751.0,98.15343,4.25,0.7,3.6,1.4,8.932,1.25,-0.26,0.2999999999999998,-0.23799999999999955,-102.0,0.35921000000000447,0.0,1.9,1.5,-0.6000000000000001,-0.11599999999999966,0.0,862.9088065433372,100.81237157722683,0.11180580315623047,-0.016748536358408297
2003-06-25,1.0,1.0,0.0,1.74,6.3,17.013,1867.0,98.44179,4.25,0.7,3.6,1.4,8.932,1.25,-0.2699999999999998,0.39999999999999947,0.8990000000000009,238.0,0.6815699999999936,0.0,1.9,1.5,-0.6000000000000001,-0.11599999999999966,0.0,816.6627835066834,101.6639707115288,1.532128270284099,-0.0774070646702829
2003-08-12,1.0,1.0,0.0,1.8,6.1,18.262,1833.0,99.15644,4.0,11.4,6.8,2.3,8.941,1.0,-0.040000000000000036,0.09999999999999964,1.5109999999999992,190.0,1.2272600000000011,-0.25,10.700000000000001,3.1999999999999997,0.8999999999999999,0.009000000000000341,-0.25,909.3802311440463,96.20538921823058,0.8726726042949596,-0.014288038443103978
2003-09-16,1.0,1.0,0.0,1.75,6.1,17.286,1939.0,99.55997,4.0,11.4,6.8,2.3,8.941,1.0,-0.07000000000000006,0.0,0.8160000000000025,188.0,1.4065400000000068,-0.25,10.700000000000001,3.1999999999999997,0.8999999999999999,0.009000000000000341,-0.25,960.2170605904495,92.65034535103948,0.4587328958979953,0.04678272289976796
2003-10-28,1.0,1.0,0.0,1.73,6.0,16.489,1967.0,99.9688,4.0,19.2,4.7,2.5,9.048,1.0,-0.010000000000000009,-0.2999999999999998,-0.5240000000000009,100.0,1.5270100000000042,0.0,18.5,1.1,1.1,0.11599999999999966,0.0,977.3874136559714,97.31158675211617,0.5068292167475065,-0.03396643614871014
2003-12-09,1.0,1.0,0.0,1.74,5.7,17.357,2057.0,100.6686,4.0,19.2,4.7,2.5,9.048,1.0,-0.06000000000000005,-0.39999999999999947,-0.9050000000000011,224.0,1.5121599999999944,0.0,7.799999999999999,-2.0999999999999996,0.20000000000000018,0.10699999999999932,0.0,995.0004821694907,98.1251382092496,0.5850814695428718,-0.07295750406612342
2004-01-28,1.0,1.0,0.0,1.81,5.7,16.695,1911.0,100.9089,4.0,9.4,2.3,2.9,9.042,1.0,0.06000000000000005,-0.39999999999999947,-0.5910000000000011,-28.0,1.3489299999999957,0.0,-2.0,-4.5,0.6000000000000001,0.10099999999999909,0.0,1011.3837488528756,93.78312423917063,1.0081064434971698,-0.06642226022859601
2004-03-16,1.0,1.0,0.0,1.88,5.8,17.247,1998.0,101.1195,4.0,9.4,2.3,2.9,9.042,1.0,0.1399999999999999,0.0,-0.31599999999999895,-85.0,0.769999999999996,0.0,-9.799999999999999,-2.4000000000000004,0.3999999999999999,-0.006000000000000227,0.0,1055.0933589110796,89.25810393470785,0.949449152400449,-0.02544013472349045
2004-05-04,1.0,1.0,0.0,2.21,5.6,18.186,1981.0,101.0789,4.0,8.6,3.1,3.3,9.065,1.0,0.3999999999999999,-0.10000000000000053,1.4909999999999997,70.0,0.1700000000000017,0.0,-0.8000000000000007,0.8000000000000003,0.3999999999999999,0.022999999999999687,0.0,1138.527697592222,85.43271375403943,-0.08911679600460544,0.04098379753725933
2004-06-30,1.0,1.0,0.0,2.33,5.6,16.173,1828.0,101.0013,4.0,8.6,3.1,3.3,9.065,1.0,0.4500000000000002,-0.20000000000000018,-1.0740000000000016,-170.0,-0.11820000000000164,0.0,-0.8000000000000007,0.8000000000000003,0.3999999999999999,0.022999999999999687,0.0,1126.8685549811519,88.87342166306087,-0.05926840658208146,0.010177786576634073
2004-08-10,1.0,1.0,0.0,2.2,5.4,17.157,2024.0,100.7758,4.25,1.3,3.8,2.6,9.098,1.25,0.0900000000000003,-0.1999999999999993,0.25900000000000034,21.0,-0.3456999999999937,0.25,-7.3,0.6999999999999997,-0.6999999999999997,0.03300000000000125,0.25,1127.4319869430537,90.73597404243539,-0.20866925629519636,-0.02118723760952277
2004-09-21,1.0,1.0,0.0,2.19,5.4,17.875,1905.0,100.6715,4.5,1.3,3.8,2.6,9.098,1.5,-0.020000000000000018,-0.1999999999999993,-0.31099999999999994,-76.0,-0.40740000000000975,0.5,-7.3,0.6999999999999997,-0.6999999999999997,0.03300000000000125,0.5,1124.207506401486,88.95221307733105,-0.22172270389949505,-0.002018985368541822
2004-11-10,1.0,1.0,0.0,2.25,5.4,17.362,1782.0,100.5721,4.75,9.8,4.1,3.1,9.138,1.75,-0.009999999999999787,-0.09999999999999964,0.05299999999999727,-220.0,-0.32269999999999754,0.5,8.5,0.2999999999999998,0.5,0.03999999999999915,0.5,1085.8756299575275,89.68246700317991,0.39678634914913796,-0.029478438352635514
2004-12-14,1.0,1.0,0.0,2.27,5.4,18.102,2042.0,100.5588,5.0,9.8,4.1,3.1,9.138,2.0,0.06999999999999984,0.0,0.9450000000000003,18.0,-0.21699999999999875,0.5,8.5,0.2999999999999998,0.5,0.03999999999999915,0.5,1086.1250620267153,90.547433655536,0.8245690617085228,-0.07278039530484405
2005-02-02,1.0,1.0,0.0,2.37,5.3,16.889,2144.0,100.5247,5.25,7.7,4.5,3.2,9.321,2.25,0.16000000000000014,-0.20000000000000018,-0.625,72.0,-0.07600000000000762,0.5,-2.1000000000000005,0.40000000000000036,0.10000000000000009,0.18299999999999983,0.5,1127.5054375699165,86.10265107046436,0.687967434383844,-0.041505337813394716
2005-03-22,1.0,1.0,0.0,2.39,5.2,17.413,1864.0,100.3844,5.5,7.7,4.5,3.2,9.321,2.5,0.14000000000000012,-0.20000000000000018,0.05100000000000193,82.0,-0.18770000000000664,0.5,-2.1000000000000005,0.40000000000000036,0.10000000000000009,0.18299999999999983,0.5,1186.0501956907963,82.02850189635134,0.1436899501940781,0.009960753637444718
2005-05-03,1.0,1.0,0.0,2.25,5.1,17.414,2025.0,100.3137,5.75,9.2,2.0,2.9,9.445,2.75,-0.1200000000000001,-0.20000000000000018,0.5250000000000021,-119.0,-0.21099999999999852,0.5,1.4999999999999991,-2.5,-0.30000000000000027,0.12400000000000055,0.5,1200.2917084274827,82.94187459585406,-0.26097131809253793,0.008969891496442964
2005-06-30,1.0,1.0,0.0,2.18,5.0,18.482,2068.0,100.3446,6.0,9.2,2.0,2.9,9.445,3.0,-0.20999999999999996,-0.20000000000000018,1.068999999999999,204.0,-0.03979999999999961,0.5,1.4999999999999991,-2.5,-0.30000000000000027,0.12400000000000055,0.5,1179.8073460540913,81.72540308822123,0.07653055555645692,0.05860386479116844
2005-08-09,1.0,1.0,0.0,2.29,4.9,17.418,2095.0,100.4646,6.25,-0.1,3.2,3.7,9.557,3.25,0.0,-0.2999999999999998,-0.33800000000000097,34.0,0.1384000000000043,0.5,-9.299999999999999,1.2000000000000002,0.8000000000000003,0.1120000000000001,0.5,1151.2351870607956,83.93385228531227,0.7296424791745252,0.056412841185123686
2005-09-20,1.0,1.0,0.0,2.39,5.0,16.927,2151.0,100.5708,6.5,-0.1,3.2,3.7,9.557,3.5,0.14000000000000012,-0.09999999999999964,-0.4870000000000019,126.0,0.2571000000000083,0.5,-9.299999999999999,1.2000000000000002,0.8000000000000003,0.1120000000000001,0.5,1196.490757988092,88.5693190782478,0.3294340119342055,-0.004796677092928063
2005-11-01,1.0,1.0,0.0,2.45,5.0,15.336,2065.0,100.724,6.75,13.0,2.2,3.3,9.686,3.75,0.20000000000000018,0.0,-5.799000000000001,11.0,0.33020000000000493,0.5,13.1,-1.0,-0.40000000000000036,0.12899999999999956,0.5,1232.968851010733,88.69252383752739,-0.27870049642732375,0.0015262068018500844
2005-12-13,1.0,1.0,0.0,2.44,4.9,17.174,1994.0,101.0851,7.0,13.0,2.2,3.3,9.686,4.0,0.1499999999999999,0.0,-0.24399999999999977,-101.0,0.6204999999999927,0.5,13.1,-1.0,-0.40000000000000036,0.12899999999999956,0.5,1205.8029833021155,86.95380749192618,0.2900282627456498,0.0449304087328527
2006-01-31,1.0,1.0,0.0,2.39,4.7,18.081,2273.0,101.2209,7.25,17.2,5.5,2.9,9.852,4.25,-0.06000000000000005,-0.2999999999999998,2.744999999999999,208.0,0.49689999999999657,0.5,4.199999999999999,3.3,-0.3999999999999999,0.16600000000000037,0.5,1190.5275411019713,90.76731795923895,0.8798368222401515,-0.007013753628671449
2006-03-28,1.0,1.0,0.0,2.38,4.7,16.96,1969.0,101.3353,7.5,17.2,5.5,2.9,9.852,4.5,-0.08000000000000007,-0.2999999999999998,0.43599999999999994,-178.0,0.426400000000001,0.5,4.199999999999999,3.3,-0.3999999999999999,0.16600000000000037,0.5,1257.3976204375688,90.67075700999239,0.31667865432088393,-0.00874101819569631
2006-05-10,1.0,1.0,0.0,2.61,4.6,16.729,1942.0,101.2415,7.75,7.6,1.0,3.5,9.957,4.75,0.21999999999999975,-0.10000000000000053,-1.3520000000000003,-331.0,0.020600000000001728,0.5,-9.6,-4.5,0.6000000000000001,0.10500000000000043,0.5,1269.8722100845623,90.46671199720208,0.3484670871554666,-0.021101598433600745
2006-06-29,1.0,1.0,0.0,2.78,4.6,16.9,1802.0,101.1834,8.0,7.6,1.0,3.5,9.957,5.0,0.43999999999999995,-0.20000000000000018,-0.17100000000000293,-317.0,-0.12279999999999802,0.5,-9.6,-4.5,0.6000000000000001,0.10500000000000043,0.5,1310.0440480503207,90.51332120007848,-0.4111226402671194,-0.05362164298395703
2006-08-08,1.0,1.0,0.0,2.86,4.7,16.458,1650.0,101.1647,8.25,-0.5,0.6,2.8,10.126,5.25,0.3899999999999997,0.0,-0.6690000000000005,-171.0,-0.1407000000000096,0.5,-8.1,-0.4,-0.7000000000000002,0.1689999999999987,0.5,1302.6313320128681,86.89612304423805,-0.4654285529440794,-0.01638721686229255
2006-09-20,1.0,1.0,0.0,2.78,4.5,16.974,1720.0,101.2318,8.25,-0.5,0.6,2.8,10.126,5.25,0.16999999999999993,-0.09999999999999964,0.245000000000001,-222.0,-0.009699999999995157,0.25,-8.1,-0.4,-0.7000000000000002,0.1689999999999987,0.25,1245.6195168710572,85.42586562081563,0.476512374709561,0.0007025378989785125
2006-10-25,1.0,1.0,0.0,2.71,4.4,16.865,1491.0,101.3309,8.25,16.1,3.5,1.4,10.254,5.25,-0.06999999999999984,-0.1999999999999993,-0.03500000000000014,-311.0,0.14749999999999375,0.25,8.500000000000002,2.5,-2.1,0.2969999999999988,0.25,1239.0557293116337,85.29709952914445,1.0162776806649443,0.006653785660995072
2006-12-12,1.0,1.0,0.0,2.67,4.4,17.107,1649.0,101.5729,8.25,16.1,3.5,1.4,10.254,5.25,-0.18999999999999995,-0.2999999999999998,0.6490000000000009,-1.0,0.4082000000000079,0.0,16.6,2.9,-1.4,0.1280000000000001,0.0,1283.5495079620168,86.09686112592232,1.1273191428969953,-0.013429044173671602
2007-01-31,1.0,1.0,0.0,2.71,4.6,16.896,1409.0,101.6933,8.25,8.2,1.2,3.9,10.399,5.25,0.0,0.1999999999999993,0.03100000000000236,-82.0,0.36239999999999384,0.0,-7.900000000000002,-2.3,2.5,0.14499999999999957,0.0,1356.257686137485,86.00396235006124,0.6949701596203515,-0.019423738985538213
2007-03-21,1.0,1.0,0.0,2.77,4.4,16.438,1495.0,101.9305,8.25,8.2,1.2,3.9,10.399,5.25,0.20000000000000018,-0.09999999999999964,-0.2190000000000012,-75.0,0.4825000000000017,0.0,-7.900000000000002,-2.3,2.5,0.14499999999999957,0.0,1414.0179984061606,83.82477574226279,0.09283195666729234,0.004950547710785377
2007-05-09,1.0,1.0,0.0,2.51,4.4,16.661,1415.0,102.1308,8.25,6.2,2.5,2.8,10.469,5.25,-0.20000000000000018,-0.1999999999999993,-0.23499999999999943,6.0,0.4375,0.0,-1.9999999999999991,1.3,-1.1,0.07000000000000028,0.0,1413.035569195275,85.57087052827431,0.44302966607753264,-0.0335720607478757
2007-06-28,1.0,1.0,0.0,2.41,4.6,16.179,1448.0,102.1754,8.25,6.2,2.5,2.8,10.469,5.25,-0.4099999999999997,0.09999999999999964,-0.990000000000002,-32.0,0.3652000000000015,0.0,-1.9999999999999991,1.3,-1.1,0.07000000000000028,0.0,1394.7088647026042,83.28554246278868,1.2936563035779938,-0.0116155646853957
2007-08-07,1.0,1.0,0.0,2.3,4.6,16.379,1330.0,102.0871,8.25,13.1,2.3,2.2,10.595,5.25,-0.3600000000000003,0.09999999999999964,-0.2359999999999971,-160.0,0.04270000000001062,0.0,6.8999999999999995,-0.20000000000000018,-0.5999999999999996,0.12600000000000122,0.0,1489.1582448393153,82.53557381622129,0.2540742416044243,-0.012833179882354773
2007-09-18,1.0,1.0,0.0,2.38,4.7,16.532,1183.0,101.979,8.25,13.1,2.3,2.2,10.595,5.25,-0.1299999999999999,0.2999999999999998,-0.12900000000000134,-232.0,-0.15179999999999438,0.0,6.8999999999999995,-0.20000000000000018,-0.5999999999999996,0.12600000000000122,0.0,1536.386434411584,82.65558242040647,-0.6871991922388547,-0.022602227562635104
2007-10-31,1.0,1.0,0.0,2.47,4.7,16.455,1264.0,101.8585,7.75,9.5,2.5,1.6,10.703,4.75,0.1200000000000001,0.0,0.6179999999999986,-90.0,-0.30339999999999634,-0.5,-3.5999999999999996,0.20000000000000018,-0.6000000000000001,0.10799999999999876,-0.5,1484.1442488376667,81.80807017174273,0.291972006954042,-0.034328912501354954
2007-12-11,1.0,1.0,0.0,2.63,5.0,16.03,1037.0,101.6082,7.5,9.5,2.5,1.6,10.703,4.5,0.33000000000000007,0.40000000000000036,-0.3490000000000002,-293.0,-0.4789000000000101,-0.75,-3.5999999999999996,0.20000000000000018,-0.6000000000000001,0.10799999999999876,-0.75,1485.7177314965306,81.43821745935044,0.08437568792486126,-0.05632578281470204
2008-01-30,1.0,1.0,1.0,2.56,5.0,15.705,1084.0,101.4798,6.5,6.5,-1.7,1.5,10.639,4.25,0.08999999999999986,0.2999999999999998,-0.7499999999999982,-180.0,-0.37870000000000914,-1.25,-3.0,-4.2,-0.10000000000000009,-0.06400000000000006,-0.5,1559.7110142544625,77.43761137910981,-1.5499975455986803,-0.01409850757444209
2008-03-18,1.0,1.0,1.0,2.48,5.1,15.114,1005.0,101.1644,6.0,6.5,-1.7,1.5,10.639,3.0,-0.18000000000000016,0.39999999999999947,-1.2399999999999984,-192.0,-0.5665000000000049,-1.5,-3.0,-4.2,-0.10000000000000009,-0.06400000000000006,-1.5,1493.1719865868738,76.96861774296173,-1.6263163535970113,-0.02219665353724285
2008-04-30,1.0,1.0,1.0,2.51,5.0,14.605,1013.0,100.9555,5.25,12.3,2.4,2.0,10.645,2.25,-0.1200000000000001,0.0,-1.4250000000000007,-24.0,-0.6526999999999958,-2.0,2.8000000000000007,-0.10000000000000009,0.3999999999999999,-0.05799999999999983,-2.0,1372.9865381635589,77.02986331766951,-0.30248945600519167,-0.048833837828834825
2008-06-25,1.0,1.0,1.0,2.6,5.6,14.377,1046.0,100.2811,5.0,12.3,2.4,2.0,10.645,2.0,0.16000000000000014,0.6999999999999993,-1.113999999999999,-57.0,-1.0508000000000095,-1.0,5.800000000000001,4.1,0.5,0.006000000000000227,-1.0,1331.9581785584774,72.53539144443371,0.49420296211461107,0.003192300784027296
2008-08-05,1.0,1.0,1.0,2.64,6.1,14.119,844.0,99.04642,5.0,-1.8,-2.1,3.0,10.418,2.0,0.13000000000000034,1.0999999999999996,-0.48600000000000065,-169.0,-1.909080000000003,-0.25,-14.100000000000001,-4.5,1.0,-0.2270000000000003,-0.25,1422.7221404839822,72.44605664977838,-1.4066100899104597,0.004176915633161511
2008-09-16,1.0,1.0,1.0,2.57,6.1,12.961,820.0,98.20311,5.0,-1.8,-2.1,3.0,10.418,2.0,0.020000000000000018,0.6999999999999993,-1.7359999999999989,-153.0,-2.4705900000000014,0.0,-14.100000000000001,-4.5,1.0,-0.2270000000000003,0.0,1368.9420764596891,71.01727503430519,-1.1595194470487862,0.05556819734635138
2008-10-29,1.0,1.0,1.0,2.44,6.5,10.933,777.0,97.27612,4.5,-21.5,-8.5,1.0,9.548,2.0,-0.16000000000000014,0.9000000000000004,-3.444000000000001,-269.0,-3.004979999999989,-0.5,-33.8,-10.9,-1.0,-1.0969999999999995,0.0,1361.1138276358663,70.90827575426822,-2.861586808202912,0.10503737680795949
2008-12-16,1.0,1.0,1.0,2.21,7.3,10.383,560.0,95.64251,4.0,-21.5,-8.5,1.0,9.548,1.0,-0.43000000000000016,1.2000000000000002,-3.7360000000000007,-284.0,-3.403909999999996,-1.0,-19.7,-6.4,-2.0,-0.8699999999999992,-1.0,1310.9483584928935,76.17791250881626,-4.561576118019352,0.10204768802801635
2009-01-28,1.0,0.0,1.0,2.22,7.8,9.786,490.0,95.10123,3.25,-28.3,-4.5,-0.3,9.155,0.12,-0.34999999999999964,1.7000000000000002,-3.1750000000000007,-330.0,-3.101879999999994,-1.75,-26.5,-2.4,-3.3,-1.263,-1.88,982.3758820092296,83.82823333618319,-1.2891240832803388,0.0025450997831688808
2009-03-18,1.0,0.0,1.0,2.14,8.7,9.748,505.0,94.76417,3.25,-28.3,-4.5,-0.3,9.155,0.12,-0.20999999999999996,1.8999999999999995,-0.7780000000000005,-147.0,-1.6246500000000026,-0.75,-6.800000000000001,4.0,-1.3,-0.3930000000000007,-0.88,908.6673564296998,83.49290304966607,-1.2609905777664225,0.028990426983736738
2009-04-29,1.0,0.0,1.0,2.08,9.0,9.379,478.0,94.97569,3.25,2.7,-0.7,-0.7,8.827,0.12,-0.1299999999999999,1.7000000000000002,-1.0039999999999996,-82.0,-0.6668200000000013,0.0,24.2,7.8,-1.7,-0.7210000000000001,0.0,850.24199495148,84.21839216624183,-0.4862464578335436,0.0199724012925235
2009-06-24,1.0,0.0,1.0,1.86,9.5,10.149,585.0,95.86977,3.25,2.7,-0.7,-0.7,8.827,0.12,-0.3600000000000001,1.1999999999999993,0.9259999999999984,3.0,1.0672399999999982,0.0,31.0,3.8,-0.39999999999999997,-0.3279999999999994,0.0,732.2379463125656,88.3542527664569,1.9675919349885058,-0.07447903334652427
2009-08-12,1.0,0.0,0.0,1.6,9.6,14.754,586.0,96.97207,3.25,15.6,1.4,0.5,8.691,0.12,-0.48,0.5999999999999996,5.375,108.0,1.996380000000002,0.0,12.899999999999999,2.0999999999999996,1.2,-0.13599999999999923,0.0,860.6483460963861,84.63325538796498,0.9572672841512487,-0.059049110546699556
2009-09-23,1.0,0.0,0.0,1.48,9.8,9.535,585.0,97.5008,3.25,15.6,1.4,0.5,8.691,0.12,-0.51,0.40000000000000036,-0.641,45.0,2.1327399999999983,0.0,12.899999999999999,2.0999999999999996,1.2,-0.13599999999999923,0.0,887.6130089590985,80.87254535824022,1.3529802961584707,-0.03068983983525888
2009-11-04,1.0,0.0,0.0,1.38,9.9,11.041,588.0,98.43012,3.25,23.9,4.4,1.3,8.698,0.12,-0.2400000000000002,0.40000000000000036,-0.5250000000000004,-6.0,2.012050000000002,0.0,8.299999999999999,3.0000000000000004,0.8,0.006999999999999673,0.0,936.9047126012786,79.93897638072785,1.3561868924442648,-0.03822789281945641
2009-12-16,1.0,0.0,0.0,1.36,9.9,11.284,581.0,98.83804,3.25,23.9,4.4,1.3,8.698,0.12,-0.24,0.3000000000000007,-3.469999999999999,-5.0,1.8659700000000043,0.0,8.299999999999999,3.0000000000000004,0.8,0.006999999999999673,0.0,1015.450438747985,77.9733473692865,0.8162895504381683,-0.02657726337986416
