,fed_party,potus_party,recess,mom,pce,ue,cars,house,cli,exports,rgdp,gdpd,veloc,ffr,mich,d_pce,d_ue,d_cars,d_house,d_cli,d_exports,d_rgdp,d_gdpd,d_veloc,d_ffr,d_mich,b0_spx,b0_usd,b0_loan,b1_spx,b1_usd,b1_loan
1996-01-31,1.0,0.0,0.0,-1.0,2.25,5.6,14.812,1467.0,98.62561,4.9,3.0,1.9,7.016,5.5,2.8,-0.06999999999999984,0.09999999999999964,-0.049000000000001265,98.0,0.06152999999999054,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.25,-0.10000000000000009,580.6712536798008,83.54575490478702,8.831426392067124,0.34976201962324843,0.018135996722925922,-0.0027996597881776403
1996-03-26,1.0,0.0,0.0,-1.0,2.26,5.5,16.044,1424.0,98.91733,4.9,3.0,1.9,7.016,5.25,2.9,-0.010000000000000231,-0.09999999999999964,0.6639999999999997,-28.0,0.37477000000001226,-0.8999999999999995,0.2999999999999998,0.0,0.1559999999999997,-0.5,0.10000000000000009,602.4701165170909,84.78365987607489,8.75327993897788,0.43994519336890714,0.018260023167625768,-0.00537554930033819
1996-05-21,1.0,0.0,0.0,0.0,2.25,5.6,15.993,1504.0,99.26136,6.7,6.8,1.7,7.18,5.25,3.1,0.0,0.0,1.181000000000001,37.0,0.6357500000000016,1.7999999999999998,3.8,-0.19999999999999996,0.1639999999999997,-0.25,0.30000000000000027,638.3209891848124,86.23914703904538,8.338939740655988,0.11753415338531648,0.011541260504755912,-0.0011472023652821938
1996-07-03,1.0,0.0,0.0,0.0,2.29,5.3,15.256,1467.0,99.39669,6.7,6.8,1.7,7.18,5.25,2.9,0.03000000000000025,-0.20000000000000018,-0.7880000000000003,43.0,0.4793599999999998,1.7999999999999998,3.8,-0.19999999999999996,0.1639999999999997,0.0,0.0,639.1589171758051,86.37935150868105,8.25,0.2911633688639577,0.020494318447783964,0.0
1996-08-20,1.0,0.0,0.0,0.0,2.31,5.1,15.486,1557.0,99.56683,3.3,3.6,1.3,7.369,5.25,3.1,0.08999999999999986,-0.5,0.02000000000000135,41.0,0.47184000000000026,-3.4000000000000004,-3.1999999999999997,-0.3999999999999999,0.18900000000000006,0.0,0.10000000000000009,662.8280235075205,88.59213198524317,8.25,-0.08374084496140348,-0.01657709334258314,0.0
1996-09-24,1.0,0.0,0.0,0.0,2.36,5.2,15.534,1475.0,99.63841,3.3,3.6,1.3,7.369,5.25,3.2,0.10999999999999988,-0.39999999999999947,-0.45899999999999963,-29.0,0.377049999999997,-3.4000000000000004,-3.1999999999999997,-0.3999999999999999,0.18900000000000006,0.0,0.10000000000000009,664.2239903919211,88.27347561554723,8.25,-0.07087951649032204,-0.01808355850581568,0.0
1996-11-13,1.0,0.0,0.0,0.0,2.39,5.4,15.712,1489.0,99.79406,27.4,4.2,2.2,7.623,5.25,3.0,0.07000000000000028,-0.09999999999999964,0.6379999999999999,17.0,0.3024999999999949,24.099999999999998,0.6000000000000001,0.9000000000000001,0.25400000000000045,0.0,0.0,634.7673636779087,86.1630011831323,8.25,0.6954511300584836,0.016795193971583047,0.0
1996-12-17,1.0,0.0,0.0,0.0,2.38,5.4,15.183,1370.0,99.88283,27.4,4.2,2.2,7.623,5.25,3.0,0.06999999999999984,0.3000000000000007,-0.3030000000000008,-187.0,0.3160000000000025,24.099999999999998,0.6000000000000001,0.9000000000000001,0.25400000000000045,0.0,-0.10000000000000009,650.8462604025135,86.94963373668679,8.25,0.910303764708656,0.007337633481603819,0.0
1997-02-05,1.0,0.0,0.0,0.0,2.35,5.3,15.682,1355.0,99.98691,7.8,2.6,2.4,7.761,5.25,3.0,0.010000000000000231,0.09999999999999964,0.37400000000000055,-37.0,0.2755499999999955,-19.599999999999998,-1.6,0.19999999999999973,0.1379999999999999,0.0,0.0,701.0276857982784,86.5165051248581,8.25,0.6455944341929655,0.034548731762352736,0.0
1997-03-25,1.0,0.0,0.0,0.0,2.31,5.2,15.816,1457.0,100.2525,7.8,2.6,2.4,7.761,5.25,2.8,-0.08000000000000007,-0.20000000000000018,0.10400000000000098,-32.0,0.45843999999999596,-19.599999999999998,-1.6,0.19999999999999973,0.1379999999999999,0.0,-0.20000000000000018,733.5221210401172,86.64120215118432,8.25,0.6771274807903095,0.08738596452252718,0.0
1997-05-20,1.0,0.0,0.0,1.0,2.22,4.9,15.088,1442.0,100.5384,17.0,6.8,0.8,8.002,5.5,2.9,-0.1299999999999999,-0.39999999999999947,-0.5940000000000012,87.0,0.5514900000000011,9.2,4.199999999999999,-1.5999999999999999,0.24100000000000055,0.25,-0.10000000000000009,787.4976214632198,93.08814697498406,8.174027459954234,-0.019565074014739992,0.03564994865932433,0.0032077114679735135
1997-07-02,1.0,0.0,0.0,0.0,2.22,5.0,14.524,1494.0,100.6752,17.0,6.8,0.8,8.002,5.5,2.8,-0.08999999999999986,-0.20000000000000018,-1.2920000000000016,37.0,0.42270000000000607,9.2,4.199999999999999,-1.5999999999999999,0.24100000000000055,0.25,0.0,752.1765322571033,95.90099070510456,8.329824561403509,1.066057411358082,-0.006237057298654228,0.002119236143455986
1997-08-19,1.0,0.0,0.0,0.0,2.06,4.8,16.148,1390.0,100.8811,9.6,5.1,1.8,8.102,5.5,2.7,-0.25,-0.2999999999999998,1.0899999999999999,-102.0,0.48560000000000514,-7.4,-1.7000000000000002,1.0,0.09999999999999964,0.0,-0.2999999999999998,785.7930516851849,94.44360845639994,8.5,1.5706151560617323,0.03535144591384109,0.0
1997-09-30,1.0,0.0,0.0,0.0,2.05,4.9,15.096,1546.0,100.9387,9.6,5.1,1.8,8.102,5.5,2.8,-0.17000000000000037,-0.09999999999999964,0.572000000000001,52.0,0.2634999999999934,-7.4,-1.7000000000000002,1.0,0.09999999999999964,0.0,0.0,880.6997114820211,95.30449588871656,8.5,0.5851688577440275,0.04185646233105105,0.0
1997-11-12,1.0,0.0,0.0,0.0,1.8,4.6,15.825,1510.0,100.9668,-0.6,3.5,1.3,8.196,5.5,2.9,-0.32999999999999985,-0.3000000000000007,0.2569999999999997,73.0,0.17180000000000462,-10.2,-1.5999999999999996,-0.5,0.09399999999999942,0.0,0.19999999999999973,926.4205145631465,99.80853684786892,8.5,0.17992249616660544,-0.028112589182447894,0.0
1997-12-16,1.0,0.0,0.0,0.0,1.73,4.7,16.474,1566.0,100.9307,-0.6,3.5,1.3,8.196,5.5,2.8,-0.33000000000000007,-0.09999999999999964,0.3260000000000005,176.0,0.04959999999999809,-10.2,-1.5999999999999996,-0.5,0.09399999999999942,0.0,0.09999999999999964,923.3463974732283,98.7234325953061,8.5,0.3179072174753925,-0.021350926706513392,0.0
