,fed_party,potus_party,recess,mom,pce,ue,cars,house,cli,loan,exports,rgdp,gdpg,veloc,ffr,d_pce,d_ue,d_cars,d_house,d_cli,d_loan,d_exports,d_rgdp,d_gdpg,d_veloc,d_ffr,b0_spx,b0_usd,b1_spx,b1_usd
1991-08-21,1.0,1.0,0.0,0.0,2.91,6.9,12.565,1049.0,99.17667,8.5,9.8,2.0,3.2,7.166,5.75,-0.31999999999999984,0.0,-0.15399999999999991,13.0,0.3955700000000064,0.0,-5.6,-1.2000000000000002,0.20000000000000018,-0.045999999999999375,0.0,372.756365948956,96.48652460060418,0.28354116379819055,-0.06261101478653547
1991-10-02,1.0,1.0,0.0,0.0,2.9,6.9,13.107,1015.0,99.20341,8.0,9.8,2.0,3.2,7.166,5.5,-0.010000000000000231,0.0,0.5419999999999998,-34.0,0.02674000000000376,-0.5,0.0,0.0,0.0,0.0,-0.25,389.5062631751191,94.1813376673513,-0.033472247012115174,-0.06371767914181936
1991-11-06,1.0,1.0,0.0,0.0,2.97,7.0,12.576,1103.0,99.07494,8.0,9.3,1.4,2.4,7.058,5.25,0.07000000000000028,0.09999999999999964,-0.5309999999999988,88.0,-0.1284700000000072,-0.5,-0.5,-0.6000000000000001,-0.8000000000000003,-0.10800000000000054,-0.25,385.0172520035203,91.06848582658739,0.0599180780968135,-0.017163381016501493
1991-12-18,1.0,1.0,0.0,-1.0,3.0,7.3,12.658,1079.0,99.03893,7.5,9.3,1.4,2.4,7.058,4.75,0.16999999999999993,0.2999999999999998,0.44099999999999895,0.0,-0.11227000000000942,-0.5,0.0,0.0,0.0,0.0,-0.5,392.231603368198,90.84463337986442,-0.2513028893986614,-0.08715140641927602
1992-02-06,1.0,1.0,0.0,0.0,2.9,7.4,12.927,1250.0,99.21394,6.5,7.4,4.9,1.5,6.886,4.5,-0.10000000000000009,0.10000000000000053,0.26900000000000013,171.0,0.17501000000000033,-1.0,-1.9000000000000004,3.5000000000000004,-0.8999999999999999,-0.1719999999999997,-0.25,385.71409295273264,84.58856860690767,0.6664770288412037,0.0356812994700367
1992-04-01,1.0,1.0,0.0,0.0,2.99,7.4,12.824,1297.0,99.38452,6.5,7.4,4.9,1.5,6.886,4.0,0.11000000000000032,0.10000000000000053,0.23300000000000054,121.0,0.29646999999999935,0.0,0.0,0.0,0.0,0.0,-0.5,413.20625477251326,86.8930871225222,-0.11926851226916314,0.07546596669197712
1992-05-20,1.0,1.0,0.0,0.0,2.8,7.6,13.098,1214.0,99.63816,6.5,0.2,4.4,2.4,6.814,4.0,-0.1900000000000004,0.1999999999999993,0.2740000000000009,-83.0,0.2536400000000043,0.0,-7.2,-0.5,0.8999999999999999,-0.07200000000000006,0.0,403.9002215787558,90.44659053140825,0.19447268656826322,-0.032545431747739655
1992-07-02,1.0,1.0,0.0,0.0,2.8,7.8,13.543,1145.0,99.66827,6.5,0.2,4.4,2.4,6.814,3.75,0.0,0.20000000000000018,0.4449999999999985,-69.0,0.03011000000000763,0.0,0.0,0.0,0.0,0.0,-0.25,417.7066035007441,89.4099178755387,-0.2179525947762833,-0.08260737422154049
1992-08-19,1.0,1.0,0.0,-1.0,2.75,7.6,12.873,1226.0,99.64877,6.0,8.8,4.0,2.0,6.735,3.25,-0.04999999999999982,-0.20000000000000018,-0.6699999999999999,81.0,-0.019500000000007844,-0.5,8.600000000000001,-0.40000000000000036,-0.3999999999999999,-0.07899999999999974,-0.5,405.0956912029869,84.44519652843445,0.3100613427394977,-0.058599849033133124
1992-10-07,1.0,1.0,0.0,0.0,2.64,7.3,13.655,1244.0,99.78661,6.0,2.0,4.2,2.8,6.584,3.25,-0.10999999999999988,-0.2999999999999998,0.782,18.0,0.13783999999999708,0.0,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,0.0,418.3770836011492,79.97513281505704,-0.04134182731363052,0.04487685942125473
1992-11-18,1.0,1.0,0.0,0.0,2.61,7.4,13.218,1214.0,99.9353,6.0,2.0,4.2,2.8,6.584,3.0,0.0,-0.1999999999999993,-0.16000000000000014,28.0,0.25171999999999173,0.0,-6.800000000000001,0.20000000000000018,0.7999999999999998,-0.1510000000000007,-0.25,412.4028560950732,81.89338669826812,0.1048184270907826,0.13289083327640974
1992-12-23,1.0,1.0,0.0,0.0,2.5,7.4,13.784,1227.0,100.0685,6.0,2.0,4.2,2.8,6.584,3.0,-0.14000000000000012,0.10000000000000053,0.12900000000000134,-17.0,0.2818900000000042,0.0,0.0,0.0,0.0,0.0,0.0,414.2215690054284,88.23044356916002,0.41233659487888336,0.04347649711213838
1993-02-04,1.0,0.0,0.0,0.0,2.51,7.1,12.969,1210.0,100.1166,6.0,0.9,0.7,2.3,6.508,3.0,0.009999999999999787,-0.3000000000000007,-0.8150000000000013,-17.0,0.04810000000000514,0.0,-1.1,-3.5,-0.5,-0.07599999999999962,0.0,435.07748657997973,89.99256790632387,0.03909076209991063,0.05239318314201594
1993-03-24,1.0,0.0,0.0,0.0,2.45,7.0,13.326,1083.0,100.0243,6.0,0.9,0.7,2.3,6.508,3.0,-0.04999999999999982,-0.2999999999999998,-0.13100000000000023,-127.0,-0.1092000000000013,0.0,0.0,0.0,0.0,0.0,0.0,438.21105608662464,92.62995121048881,0.20554597242903846,0.02849318981646542
1993-05-19,1.0,0.0,0.0,0.0,2.57,7.1,14.519,1260.0,99.73032,6.0,4.9,2.3,2.4,6.406,3.0,0.11999999999999966,0.09999999999999964,1.1929999999999996,177.0,-0.2939799999999906,0.0,4.0,1.5999999999999999,0.10000000000000009,-0.10200000000000031,0.0,448.83151105194287,92.69985791800104,-0.16288173258506058,-0.0635432167799503
