,fed_party,potus_party,recess,mom,change,pce,ue,cars,house,cli,prime,exports,rgdp,gdpd,veloc,ffr,mich,d_pce,d_ue,d_cars,d_house,d_cli,d_prime,d_exports,d_rgdp,d_gdpd,d_veloc,d_ffr,d_mich,b0_spx,b0_usd,b1_spx,b1_usd
2002-08-13,1.0,1.0,0.0,0.0,0.0,2.0,5.7,18.449,1633.0,98.61288,4.75,1.3,1.6,1.9,9.199,1.75,2.6,-0.009999999999999787,-0.09999999999999964,1.4960000000000022,-84.0,-0.5851899999999972,0.0,-11.1,-0.8999999999999999,0.5,0.04899999999999949,0.0,-0.10000000000000009,1030.9250304559264,108.90299767388238,-3.7052490211110216,-0.07427104893970285
2002-09-24,1.0,1.0,0.0,0.0,0.0,2.07,5.7,16.665,1804.0,98.33202,4.75,1.3,1.6,1.9,9.199,1.75,2.5,0.040000000000000036,-0.09999999999999964,-1.4819999999999993,149.0,-0.583209999999994,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,885.8192686960754,107.02681541057548,0.620167495265151,0.00661213407521935
2002-11-06,1.0,1.0,0.0,0.0,-50.0,2.08,5.7,16.259,1648.0,98.11066,4.75,-5.8,0.5,2.3,9.132,1.75,2.5,0.010000000000000231,0.0,-0.4059999999999988,-156.0,-0.22136000000000422,0.0,-7.1,-1.1,0.3999999999999999,-0.06700000000000017,0.0,0.0,860.9962196016152,107.37670584527731,-0.11126181571761222,0.00842617958960178
2002-12-10,1.0,1.0,0.0,-1.0,0.0,2.1,6.0,17.866,1788.0,97.86587,4.25,-5.8,0.5,2.3,9.132,1.25,2.5,0.020000000000000018,0.2999999999999998,1.6069999999999993,140.0,-0.24478999999999473,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,856.2154977920482,107.72186482233631,1.548835390591499,-0.046073153106648654
2003-01-29,1.0,1.0,0.0,0.0,0.0,2.08,5.8,16.708,1853.0,97.79422,4.25,-1.2,2.1,2.0,9.048,1.25,2.5,0.020000000000000018,-0.10000000000000053,0.18799999999999883,100.0,-0.17001000000000488,0.0,4.6,1.6,-0.2999999999999998,-0.08399999999999963,0.0,0.10000000000000009,907.3135461877894,106.23333405260286,-0.06484367322621812,-0.11410899553976912
2003-03-18,1.0,1.0,0.0,0.0,0.0,1.99,5.9,16.467,1726.0,97.79614,4.25,-1.2,2.1,2.0,9.048,1.25,3.1,-0.09000000000000008,0.10000000000000053,-0.24099999999999966,-127.0,0.0019199999999983675,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,880.4717947295218,100.30780689997304,-1.2185860786706992,-0.02474601720886627
2003-05-06,1.0,1.0,0.0,0.0,0.0,1.84,6.0,16.751,1643.0,97.92918,4.25,0.7,3.6,1.4,8.932,1.25,2.4,-0.1499999999999999,0.09999999999999964,0.2840000000000025,-83.0,0.13304000000000826,0.0,1.9,1.5,-0.6000000000000001,-0.11599999999999966,0.0,-0.7000000000000002,830.3136342263784,99.97075370506003,1.4862359755239605,-0.008505031497723366
2003-06-25,1.0,1.0,0.0,0.0,-25.0,1.74,6.3,17.013,1867.0,98.44179,4.25,0.7,3.6,1.4,8.932,1.25,2.1,-0.10000000000000009,0.2999999999999998,0.26200000000000045,224.0,0.5126099999999951,0.0,0.0,0.0,0.0,0.0,0.0,-0.2999999999999998,902.9559591685081,97.12207485931089,1.7521020451977014,-0.10285954069177926
2003-08-12,1.0,1.0,0.0,-1.0,0.0,1.8,6.1,18.262,1833.0,99.15644,4.0,11.4,6.8,2.3,8.941,1.0,2.5,0.06000000000000005,-0.20000000000000018,1.2489999999999988,-34.0,0.714650000000006,-0.25,10.700000000000001,3.1999999999999997,0.8999999999999999,0.009000000000000341,-0.25,0.3999999999999999,993.1603875259759,93.15306562943891,-0.08813474933965258,0.07033159544246632
2003-09-16,1.0,1.0,0.0,0.0,0.0,1.75,6.1,17.286,1939.0,99.55997,4.0,11.4,6.8,2.3,8.941,1.0,2.8,-0.020000000000000018,-0.10000000000000053,0.16900000000000048,42.0,0.7801900000000046,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,977.1209369903461,95.55596064814814,0.666037449692236,0.0532551667475351
2003-10-28,1.0,1.0,0.0,0.0,0.0,1.73,6.0,16.489,1967.0,99.9688,4.0,19.2,4.7,2.5,9.048,1.0,2.6,-0.07000000000000006,-0.09999999999999964,-1.7729999999999997,134.0,0.8123599999999982,0.0,7.799999999999999,-2.0999999999999996,0.20000000000000018,0.10699999999999932,0.0,0.10000000000000009,1010.6571721035222,98.41723142681701,0.5287299936831463,-0.14283054178047802
2003-12-09,1.0,1.0,0.0,0.0,0.0,1.74,5.7,17.357,2057.0,100.6686,4.0,19.2,4.7,2.5,9.048,1.0,2.6,0.010000000000000009,-0.2999999999999998,0.8679999999999986,90.0,0.6997999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.7502104377106,92.53526581529817,0.2847088217076425,-0.027445397905015715
2004-01-28,1.0,1.0,0.0,0.0,0.0,1.81,5.7,16.695,1911.0,100.9089,4.0,9.4,2.3,2.9,9.042,1.0,2.7,0.07000000000000006,-0.09999999999999964,-0.8679999999999986,-172.0,0.5593999999999966,0.0,-9.799999999999999,-2.4000000000000004,0.3999999999999999,-0.006000000000000227,0.0,0.0,1051.6105773720274,89.74784354778251,1.6856945458788954,-0.0760891559034478
2004-03-16,1.0,1.0,0.0,0.0,0.0,1.88,5.8,17.247,1998.0,101.1195,4.0,9.4,2.3,2.9,9.042,1.0,2.9,0.06999999999999984,0.09999999999999964,0.5519999999999996,87.0,0.21059999999999945,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999973,1136.0683403862847,86.4119457771481,0.28485652515723264,0.017948899324539618
2004-05-04,1.0,1.0,0.0,0.0,0.0,2.11,5.6,16.898,2003.0,101.1215,4.0,8.6,3.1,3.3,9.065,1.0,3.2,0.22999999999999998,-0.20000000000000018,-0.3490000000000002,5.0,0.001999999999995339,0.0,-0.8000000000000007,0.8000000000000003,0.3999999999999999,0.022999999999999687,0.0,0.30000000000000027,1123.5235637626263,87.85158926196372,0.19609159568116297,0.044664003500512126
2004-06-30,1.0,1.0,0.0,0.0,25.0,2.33,5.6,16.173,1828.0,101.0013,4.0,8.6,3.1,3.3,9.065,1.0,3.3,0.2200000000000002,0.0,-0.7250000000000014,-175.0,-0.12019999999999698,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999964,1093.455282397543,91.06711751507588,0.8048393957633528,-0.04130282960938613
2004-08-10,1.0,1.0,0.0,1.0,25.0,2.2,5.4,17.157,2024.0,100.7758,4.25,1.3,3.8,2.6,9.098,1.25,2.8,-0.1299999999999999,-0.1999999999999993,0.9840000000000018,196.0,-0.2254999999999967,0.25,-7.3,0.6999999999999997,-0.6999999999999997,0.03300000000000125,0.25,-0.5,1143.6335404007523,89.0399941441186,-0.9849623194280661,-0.011082930189553995
2004-09-21,1.0,1.0,0.0,1.0,25.0,2.19,5.4,17.875,1905.0,100.6715,4.5,1.3,3.8,2.6,9.098,1.5,2.8,-0.06999999999999984,-0.09999999999999964,0.565999999999999,-97.0,-0.22330000000000894,0.25,0.0,0.0,0.0,0.0,0.25,-0.20000000000000018,1077.2650148128419,89.16449841842909,0.7139476231581736,-0.006892320281418251
2004-11-10,1.0,1.0,0.0,1.0,25.0,2.25,5.4,17.362,1782.0,100.5721,4.75,9.8,4.1,3.1,9.138,1.75,2.8,0.06000000000000005,0.0,-0.5130000000000017,-123.0,-0.09939999999998861,0.25,8.5,0.2999999999999998,0.5,0.03999999999999915,0.25,0.0,1123.1533732507364,89.37386549105146,-0.16218166333142747,-0.07491177238462901
2004-12-14,1.0,1.0,0.0,1.0,25.0,2.27,5.4,18.102,2042.0,100.5588,5.0,9.8,4.1,3.1,9.138,2.0,3.0,0.06000000000000005,-0.09999999999999964,0.588000000000001,-30.0,-0.04189999999999827,0.25,0.0,0.0,0.0,0.0,0.25,-0.10000000000000009,1101.2004101069285,87.04727916781749,1.9626749744273508,-0.11166530934110784
2005-02-02,1.0,1.0,0.0,1.0,25.0,2.37,5.3,16.889,2144.0,100.5247,5.25,7.7,4.5,3.2,9.321,2.25,2.9,0.10000000000000009,-0.10000000000000053,-1.213000000000001,102.0,-0.034100000000009345,0.25,-2.1000000000000005,0.40000000000000036,0.10000000000000009,0.18299999999999983,0.25,-0.10000000000000009,1202.433941958649,81.15472206603799,-0.3780313732102868,0.039933629414911194
2005-03-22,1.0,1.0,0.0,1.0,25.0,2.39,5.2,17.413,1864.0,100.3844,5.5,7.7,4.5,3.2,9.321,2.5,3.2,0.020000000000000018,-0.09999999999999964,0.5240000000000009,-280.0,-0.14029999999999632,0.25,0.0,0.0,0.0,0.0,0.25,0.30000000000000027,1175.3726782801978,84.34552192045783,0.8298360363287948,-0.0401105391813365
2005-05-03,1.0,1.0,0.0,1.0,25.0,2.29,5.2,17.756,2061.0,100.3262,5.75,9.2,2.0,2.9,9.445,2.75,3.3,-0.10000000000000009,0.0,0.34299999999999997,197.0,-0.05819999999999936,0.25,1.4999999999999991,-2.5,-0.30000000000000027,0.12400000000000055,0.25,0.09999999999999964,1213.1855116924453,82.16010740132444,-1.2329682856349464,0.04971640695724938
2005-06-30,1.0,1.0,0.0,1.0,25.0,2.18,5.0,18.482,2068.0,100.3446,6.0,9.2,2.0,2.9,9.445,3.0,3.2,-0.10999999999999988,-0.20000000000000018,0.7259999999999991,7.0,0.01839999999999975,0.25,0.0,0.0,0.0,0.0,0.25,-0.09999999999999964,1160.227834908328,84.29112392643887,1.0670139679891482,0.09109664722149637
2005-08-09,1.0,1.0,0.0,1.0,25.0,2.29,4.9,17.418,2095.0,100.4646,6.25,-0.1,3.2,3.7,9.557,3.25,3.1,0.10999999999999988,-0.09999999999999964,-1.064,27.0,0.12000000000000455,0.25,-9.299999999999999,1.2000000000000002,0.8000000000000003,0.1120000000000001,0.25,-0.10000000000000009,1193.6561251348116,88.61470102123941,0.7631996511027132,0.0242321034033957
2005-09-20,1.0,1.0,0.0,1.0,25.0,2.39,5.0,16.927,2151.0,100.5708,6.5,-0.1,3.2,3.7,9.557,3.5,4.3,0.14000000000000012,0.0,-4.208000000000002,97.0,0.1770000000000067,0.25,0.0,0.0,0.0,0.0,0.25,1.2999999999999998,1232.7388657900622,89.31996581209228,-0.22015253601016058,-0.05059268603171305
2005-11-01,1.0,1.0,0.0,1.0,25.0,2.45,5.0,15.336,2065.0,100.724,6.75,13.0,2.2,3.3,9.686,3.75,4.6,0.06000000000000005,0.0,-1.5909999999999993,-86.0,0.15319999999999823,0.25,13.1,-1.0,-0.40000000000000036,0.12899999999999956,0.25,0.2999999999999998,1240.8190666429925,86.73895065358992,-1.101222466595495,0.07431632220597414
2005-12-13,1.0,1.0,0.0,1.0,25.0,2.44,4.9,17.174,1994.0,101.0851,7.0,13.0,2.2,3.3,9.686,4.0,3.1,-0.010000000000000231,-0.09999999999999964,1.8379999999999992,-71.0,0.3610999999999933,0.25,0.0,0.0,0.0,0.0,0.25,-1.4999999999999996,1173.4640244403672,89.52546725802951,1.9102811725748048,0.05422415743333994
2006-01-31,1.0,1.0,0.0,1.0,25.0,2.39,4.7,18.081,2273.0,101.2209,7.25,17.2,5.5,2.9,9.852,4.25,3.0,-0.04999999999999982,-0.20000000000000018,0.907,279.0,0.13580000000000325,0.25,4.199999999999999,3.3,-0.3999999999999999,0.16600000000000037,0.25,-0.10000000000000009,1258.8880248612427,91.69367603340535,0.3736874428616947,-0.056050699916321264
2006-03-28,1.0,1.0,0.0,1.0,25.0,2.38,4.7,16.96,1969.0,101.3353,7.5,17.2,5.5,2.9,9.852,4.5,3.0,-0.010000000000000231,0.0,-1.1209999999999987,-304.0,0.11440000000000339,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1268.809366697575,89.98980577256944,0.5180952452740851,0.003333680734694441
2006-05-10,1.0,1.0,0.0,1.0,25.0,2.61,4.6,16.729,1942.0,101.2415,7.75,7.6,1.0,3.5,9.957,4.75,4.0,0.22999999999999998,-0.10000000000000053,-0.23100000000000165,-27.0,-0.09380000000000166,0.25,-9.6,-4.5,0.6000000000000001,0.10500000000000043,0.25,1.0,1294.1876912845908,90.79941328157881,0.2319878797929173,-0.06867806442083346
2006-06-29,1.0,1.0,0.0,1.0,25.0,2.78,4.6,16.9,1802.0,101.1834,8.0,7.6,1.0,3.5,9.957,5.0,3.3,0.3099999999999996,-0.10000000000000053,-0.2270000000000003,-19.0,-0.12199999999999989,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1317.4415728739214,84.78736729991155,-1.5002759342764316,0.012999418973695533
2006-08-08,1.0,1.0,0.0,1.0,0.0,2.79,4.7,17.662,1737.0,101.1506,8.25,-0.5,0.6,2.8,10.126,5.25,3.2,0.010000000000000231,0.10000000000000053,0.7620000000000005,-65.0,-0.03280000000000882,0.25,-8.1,-0.4,-0.7000000000000002,0.1689999999999987,0.25,-0.09999999999999964,1246.5078174321338,86.01461229420671,0.3228916570257409,-0.0037449727132021866
2006-09-20,1.0,1.0,0.0,0.0,0.0,2.78,4.5,16.974,1720.0,101.2318,8.25,-0.5,0.6,2.8,10.126,5.25,3.1,-0.010000000000000231,-0.20000000000000018,-0.6879999999999988,-17.0,0.08120000000000971,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,1258.6955045244108,85.41703756313132,1.0323573384940203,-0.004255795501540311
2006-10-25,1.0,1.0,0.0,0.0,0.0,2.71,4.4,16.865,1491.0,101.3309,8.25,16.1,3.5,1.4,10.254,5.25,3.1,-0.1499999999999999,-0.2999999999999998,0.40700000000000003,-159.0,0.16620000000000346,0.0,16.6,2.9,-1.4,0.1280000000000001,0.0,-0.6999999999999997,1290.2624136054558,84.93112422544948,1.339699382720185,0.033780074732994735
2006-12-12,1.0,1.0,0.0,0.0,0.0,2.67,4.4,17.107,1649.0,101.5729,8.25,16.1,3.5,1.4,10.254,5.25,2.9,-0.040000000000000036,0.0,0.24200000000000088,158.0,0.24200000000000443,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,1362.8428209503893,87.24175627737334,0.7776429955882527,-0.07518158307956108
2007-01-31,1.0,1.0,0.0,0.0,0.0,2.71,4.6,16.896,1409.0,101.6933,8.25,8.2,1.2,3.9,10.399,5.25,3.0,0.040000000000000036,0.1999999999999993,-0.21099999999999852,-240.0,0.1203999999999894,0.0,-7.900000000000002,-2.3,2.5,0.14499999999999957,0.0,0.10000000000000009,1408.0764234960282,82.69172488125888,0.38223121080349487,0.04812499319505119
2007-03-21,1.0,1.0,0.0,0.0,0.0,2.77,4.4,16.438,1495.0,101.9305,8.25,8.2,1.2,3.9,10.399,5.25,3.0,0.06000000000000005,-0.1999999999999993,-0.45800000000000196,86.0,0.2372000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.3996468592172,85.17385824184224,-0.7258913249907684,-0.027525064952945582
2007-05-09,1.0,1.0,0.0,0.0,0.0,2.51,4.4,16.661,1415.0,102.1308,8.25,6.2,2.5,2.8,10.469,5.25,3.3,-0.26000000000000023,0.0,0.22300000000000253,-80.0,0.2002999999999986,0.0,-1.9999999999999991,1.3,-1.1,0.07000000000000028,0.0,0.2999999999999998,1388.2038611209753,83.96123261628327,2.0144312840224177,-0.04904023816250654
2007-06-28,1.0,1.0,0.0,0.0,0.0,2.41,4.6,16.179,1448.0,102.1754,8.25,6.2,2.5,2.8,10.469,5.25,3.4,-0.25,0.09999999999999964,-0.43599999999999994,-42.0,0.13100000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,1499.7580441458858,81.67259869302563,0.5391721608776443,0.021648957630736907
2007-08-07,1.0,1.0,0.0,0.0,0.0,2.35,4.7,15.837,1354.0,102.1619,8.25,13.1,2.3,2.2,10.595,5.25,3.4,-0.06000000000000005,0.10000000000000053,-0.34199999999999875,-94.0,-0.013499999999993406,0.0,6.8999999999999995,-0.20000000000000018,-0.5999999999999996,0.12600000000000122,0.0,0.0,1516.6960158222855,83.09288884943182,0.019709951445468842,-0.056062906947571226
2007-09-18,1.0,1.0,0.0,0.0,-50.0,2.38,4.7,16.532,1183.0,101.979,8.25,13.1,2.3,2.2,10.595,5.25,3.1,0.029999999999999805,0.0,0.6950000000000003,-171.0,-0.18290000000000362,0.0,0.0,0.0,0.0,0.0,0.0,-0.2999999999999998,1489.5217710963805,80.67115768792252,-0.8138473659055175,0.001752249890562464
2007-10-31,1.0,1.0,0.0,-1.0,-25.0,2.47,4.7,16.455,1264.0,101.8585,7.75,9.5,2.5,1.6,10.703,4.75,3.1,0.17000000000000037,0.10000000000000053,0.07599999999999696,-66.0,-0.22860000000000014,-0.5,-3.5999999999999996,0.20000000000000018,-0.6000000000000001,0.10799999999999876,-0.5,-0.10000000000000009,1471.651550745081,80.40178489813499,1.6197319366647005,-0.058397190507671025
2007-12-11,1.0,1.0,0.0,-1.0,-25.0,2.63,5.0,16.03,1037.0,101.6082,7.5,9.5,2.5,1.6,10.703,4.5,3.4,0.1599999999999997,0.2999999999999998,-0.42499999999999716,-227.0,-0.25030000000000996,-0.25,0.0,0.0,0.0,0.0,-0.25,0.2999999999999998,1550.2739512639414,77.98144751140967,-2.2452643605125546,-0.05920905754274019
2008-01-30,1.0,1.0,1.0,-1.0,-50.0,2.56,5.0,15.705,1084.0,101.4798,6.5,6.5,-1.7,1.5,10.639,4.25,3.4,-0.10000000000000009,0.2999999999999998,-0.6489999999999991,-113.0,-0.2511000000000081,-1.0,-3.0,-4.2,-0.10000000000000009,-0.06400000000000006,-0.25,0.0,1522.4704408998844,76.75571171410557,-2.9815333464360587,-0.009915034630558978
2008-03-18,1.0,1.0,1.0,-1.0,-75.0,2.48,5.1,15.114,1005.0,101.1644,6.0,6.5,-1.7,1.5,10.639,3.0,4.3,-0.08000000000000007,0.09999999999999964,-0.5909999999999993,-79.0,-0.3153999999999968,-1.25,0.0,0.0,0.0,0.0,-1.25,0.8999999999999999,1352.3253496882892,76.85414761629971,-0.37037662239285535,-0.0562012559190259
2008-04-30,1.0,1.0,1.0,-1.0,-25.0,2.51,5.0,14.605,1013.0,100.9555,5.25,12.3,2.4,2.0,10.645,2.25,4.8,0.06999999999999984,0.09999999999999964,-0.8859999999999992,-90.0,-0.37640000000000384,-0.75,5.800000000000001,4.1,0.5,0.006000000000000227,-0.75,1.1999999999999997,1298.502290647359,73.11966326164476,1.3917304307818752,-0.031000566055417084
2008-06-25,1.0,1.0,1.0,-1.0,0.0,2.6,5.6,14.377,1046.0,100.2811,5.0,12.3,2.4,2.0,10.645,2.0,5.1,0.0900000000000003,0.5999999999999996,-0.22799999999999976,33.0,-0.6744000000000057,-0.25,0.0,0.0,0.0,0.0,-0.25,0.2999999999999998,1415.9375201395465,72.824970150315,-0.9990886021551005,0.005850176395905547
2008-08-05,1.0,1.0,1.0,0.0,0.0,2.69,5.8,13.006,923.0,99.7437,5.0,-1.8,-2.1,3.0,10.418,2.0,5.1,0.08999999999999986,0.20000000000000018,-1.3710000000000004,-123.0,-0.537399999999991,0.0,-14.100000000000001,-4.5,1.0,-0.2270000000000003,0.0,0.0,1362.5368550412984,73.30931308630741,-2.631935273467279,-0.020393373617699703
2008-09-16,1.0,1.0,1.0,0.0,0.0,2.57,6.1,12.961,820.0,98.20311,5.0,-1.8,-2.1,3.0,10.418,2.0,4.3,-0.1200000000000001,0.2999999999999998,-0.04499999999999993,-103.0,-1.5405900000000088,0.0,0.0,0.0,0.0,0.0,0.0,-0.7999999999999998,1268.939212190262,71.8412794222334,0.17571075305680633,0.13818369756909082
2008-10-29,1.0,1.0,1.0,0.0,-50.0,2.44,6.5,10.933,777.0,97.27612,4.5,-21.5,-8.5,1.0,9.548,2.0,3.9,-0.20000000000000018,0.40000000000000036,-3.186,-67.0,-1.7702999999999918,-0.5,-19.7,-6.4,-2.0,-0.8699999999999992,0.0,-0.8999999999999999,1338.737733084425,76.96334533691406,-7.576462549842468,0.09694572784615761
2008-12-16,1.0,1.0,1.0,-1.0,-88.0,2.21,7.3,10.383,560.0,95.64251,4.0,-21.5,-8.5,1.0,9.548,1.0,1.7,-0.22999999999999998,0.7999999999999998,-0.5500000000000007,-217.0,-1.6336100000000044,-0.5,0.0,0.0,0.0,0.0,-1.0,-2.2,945.1804875743109,84.46864063506978,-1.9082573296161787,0.05706039670083051
2009-01-28,1.0,0.0,1.0,-1.0,0.0,2.22,7.8,9.786,490.0,95.10123,3.25,-28.3,-4.5,-0.3,9.155,0.12,2.2,-0.1299999999999999,1.0,-0.7400000000000002,-162.0,-1.2875899999999945,-0.75,-6.800000000000001,4.0,-1.3,-0.3930000000000007,-0.88,-0.6999999999999997,884.3465051310633,84.78125897031842,-0.1231177441797099,-0.05581970796463306
2009-03-18,1.0,0.0,1.0,0.0,0.0,2.14,8.7,9.748,505.0,94.76417,3.25,-28.3,-4.5,-0.3,9.155,0.12,2.0,-0.08000000000000007,0.8999999999999995,-0.038000000000000256,15.0,-0.33706000000000813,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,882.0631895534117,84.27247041130708,-3.2262837716232187,0.08312831505698569
2009-04-29,1.0,0.0,1.0,0.0,0.0,2.08,9.0,9.379,478.0,94.97569,3.25,2.7,-0.7,-0.7,8.827,0.12,2.8,-0.14000000000000012,0.6999999999999993,0.1559999999999988,-104.0,0.17315999999999576,0.0,31.0,3.8,-0.39999999999999997,-0.3279999999999994,0.0,0.8999999999999999,698.3485088104351,87.82452601166285,3.4830959790453164,-0.06641815400746112
2009-06-24,1.0,0.0,1.0,0.0,0.0,1.86,9.5,10.149,585.0,95.86977,3.25,2.7,-0.7,-0.7,8.827,0.12,3.1,-0.21999999999999997,0.5,0.7699999999999996,107.0,0.8940800000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000027,871.9338798137627,84.74554905746922,1.343201020933093,-0.10959444360458583
2009-08-12,1.0,0.0,0.0,0.0,0.0,1.6,9.6,14.754,586.0,96.97207,3.25,15.6,1.4,0.5,8.691,0.12,2.8,-0.26,0.09999999999999964,4.605,1.0,1.1022999999999996,0.0,12.899999999999999,2.0999999999999996,1.2,-0.13599999999999923,0.0,-0.30000000000000027,893.28584979022,80.81744747482968,1.4677526829877483,-0.042726894849046924
2009-09-23,1.0,0.0,0.0,0.0,0.0,1.48,9.8,9.535,585.0,97.5008,3.25,15.6,1.4,0.5,8.691,0.12,2.2,-0.14000000000000012,0.3000000000000007,-2.0310000000000006,-9.0,1.082729999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.6999999999999997,981.8334250710227,79.09899600764317,1.0783263962405596,-0.03160433048563093
2009-11-04,1.0,0.0,0.0,0.0,0.0,1.5,10.0,10.576,534.0,97.98605,3.25,23.9,4.4,1.3,8.698,0.12,2.9,0.020000000000000018,0.1999999999999993,1.0410000000000004,-51.0,0.48525000000000773,0.0,8.299999999999999,3.0000000000000004,0.8,0.006999999999999673,0.0,0.6999999999999997,1031.1350896661932,77.42594591648088,1.0411776735143305,-0.03683513527214584
2009-12-16,1.0,0.0,0.0,0.0,0.0,1.36,9.9,11.284,581.0,98.83804,3.25,23.9,4.4,1.3,8.698,0.12,2.5,-0.1399999999999999,-0.09999999999999964,0.7080000000000002,47.0,0.8519900000000007,0.0,0.0,0.0,0.0,0.0,0.0,-0.3999999999999999,1065.211046171349,75.80080144606055,0.7588075673078067,-0.01211968478825698
2010-01-27,1.0,0.0,0.0,0.0,0.0,1.2,9.8,10.893,614.0,99.19005,3.25,9.3,1.9,1.2,8.708,0.12,2.8,-0.17999999999999994,-0.09999999999999964,-0.1479999999999997,26.0,0.7599299999999971,0.0,-14.599999999999998,-2.5000000000000004,-0.10000000000000009,0.009999999999999787,0.0,0.09999999999999964,1091.8752314814815,75.67328591394906,1.010885549741221,0.047430158193074605
2010-03-16,1.0,0.0,0.0,0.0,0.0,1.0,9.9,11.772,636.0,99.62489,3.25,9.3,1.9,1.2,8.708,0.12,2.7,-0.19999999999999996,0.09999999999999964,0.8789999999999996,22.0,0.4348399999999941,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,1099.0508701106112,77.89814137160175,0.08882101156017731,0.06382275874532468
2010-04-28,1.0,0.0,0.0,0.0,0.0,0.93,9.9,11.454,687.0,99.69469,3.25,9.1,3.9,2.0,8.742,0.12,2.9,-0.15000000000000002,0.09999999999999964,1.1390000000000011,83.0,0.24361999999999284,0.0,-0.20000000000000107,2.0,0.8,0.034000000000000696,0.0,0.19999999999999973,1119.2607028126315,80.3140609227447,1.7046342376075023,0.016052208579288612
2010-06-23,1.0,0.0,0.0,0.0,0.0,0.81,9.4,11.598,536.0,99.59248,3.25,9.1,3.9,2.0,8.742,0.12,2.8,-0.12,-0.5,0.14400000000000013,-151.0,-0.10220999999999947,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,1195.6230980047876,82.0551376805161,-2.738397913577104,0.12392914795480227
2010-08-10,1.0,0.0,0.0,0.0,0.0,0.85,9.5,12.014,599.0,99.51852,3.25,11.9,3.1,1.2,8.671,0.12,2.7,0.039999999999999925,0.09999999999999964,0.4159999999999986,63.0,-0.07395999999999958,0.0,2.8000000000000007,-0.7999999999999998,-0.8,-0.0710000000000015,0.0,-0.09999999999999964,1079.0532871027988,87.13973743168995,0.13662640742626742,-0.11024167944368506
2010-09-21,1.0,0.0,0.0,0.0,0.0,0.88,9.5,11.922,594.0,99.58582,3.25,11.9,3.1,1.2,8.671,0.12,2.2,0.030000000000000027,0.09999999999999964,-0.0259999999999998,48.0,0.06095999999999435,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1105.9055583504312,81.52641786003755,-0.45249477566049645,0.029135854498236337
2010-11-03,1.0,0.0,0.0,0.0,0.0,0.8,9.4,12.414,543.0,99.71458,3.25,11.4,2.1,2.3,8.434,0.12,2.7,-0.07999999999999996,-0.09999999999999964,0.4919999999999991,-51.0,0.12875999999999976,0.0,-0.5,-1.0,1.0999999999999999,-0.2370000000000001,0.0,0.5,1100.4511032361374,82.9090224089446,1.7087423979997491,-0.1322622175236668
2010-12-14,1.0,0.0,0.0,0.0,0.0,0.89,9.3,12.605,539.0,100.0884,3.25,11.4,2.1,2.3,8.434,0.12,3.0,0.08999999999999997,-0.09999999999999964,0.19100000000000072,-4.0,0.37381999999999493,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,1180.5221684619635,76.37202739266033,0.5785969354139865,0.06941336589425728
2011-01-26,1.0,0.0,0.0,0.0,0.0,1.0,9.1,12.806,630.0,100.2521,3.25,3.5,-0.9,2.1,8.205,0.12,3.4,0.15000000000000002,-0.7000000000000011,0.5059999999999985,85.0,0.3566500000000019,0.0,-7.9,-3.0,-0.19999999999999973,-0.2289999999999992,0.0,0.3999999999999999,1202.242025643808,80.29746054190176,1.7620829648191823,-0.009407999930391769
2011-03-15,1.0,0.0,0.0,0.0,0.0,1.29,9.0,13.259,600.0,100.3488,3.25,3.5,-0.9,2.1,8.205,0.12,4.6,0.29000000000000004,-0.09999999999999964,0.4530000000000012,-30.0,0.09669999999999845,0.0,0.0,0.0,0.0,0.0,0.0,1.1999999999999997,1286.0025162924821,78.91033072937218,0.8962641086945516,-0.03924376580609305
2011-04-27,1.0,0.0,0.0,0.0,0.0,1.42,9.1,13.326,554.0,100.2435,3.25,6.9,2.7,2.7,8.044,0.12,4.6,0.26,0.09999999999999964,0.245000000000001,37.0,-0.10739999999999839,0.0,3.4000000000000004,3.6,0.6000000000000001,-0.1609999999999996,0.0,1.1999999999999997,1305.248168780908,77.09200719968237,0.28243837903653274,-0.04134057351968982
