,fed_party,potus_party,recess,mom,pce,ue,cars,house,cli,exports,rgdp,gdpd,veloc,ffr,mich,d_pce,d_ue,d_cars,d_house,d_cli,d_exports,d_rgdp,d_gdpd,d_veloc,d_ffr,d_mich,b0_spx,b0_usd,b0_loan,b1_spx,b1_usd,b1_loan
2013-09-18,1.0,0.0,0.0,0.0,1.52,7.2,15.857,850.0,100.7212,3.5,3.5,2.0,6.623,0.12,3.3,-0.020000000000000018,0.0,0.02999999999999936,-67.0,0.012500000000002842,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,1673.4312922780107,81.19306629460033,3.25,-0.44662564905678376,0.0193466372606231,0.0
2013-10-30,1.0,0.0,0.0,0.0,1.52,7.2,15.727,925.0,100.7246,12.0,3.5,2.1,6.492,0.12,3.0,0.0,0.0,-0.129999999999999,75.0,0.0033999999999991815,8.5,0.0,0.10000000000000009,-0.13100000000000023,0.0,-0.2999999999999998,1683.501858275942,80.6734486224344,3.25,1.3523343501606058,-0.03040413806662744,0.0
2013-12-18,1.0,0.0,0.0,0.0,1.65,6.7,15.835,1002.0,100.721,12.0,3.5,2.1,6.492,0.12,3.0,0.05999999999999983,-0.20000000000000018,-0.24399999999999977,-98.0,-0.007199999999997431,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,1778.981299848922,81.14139362826995,3.25,0.5521911408427703,-0.02380142743579187,0.0
2014-01-29,1.0,0.0,0.0,0.0,1.63,6.6,15.614,888.0,100.7091,-3.8,-1.4,1.5,6.314,0.12,3.1,-0.020000000000000018,-0.10000000000000053,-0.22100000000000009,-114.0,-0.011899999999997135,-15.8,-4.9,-0.6000000000000001,-0.17799999999999994,0.0,0.10000000000000009,1828.1411983476698,80.33588845389231,3.25,0.10935422252694939,0.015449510634153151,0.0
2014-03-19,0.0,0.0,0.0,0.0,1.59,6.7,16.985,970.0,100.7724,-3.8,-1.4,1.5,6.314,0.12,3.2,0.020000000000000018,0.0,0.9919999999999991,26.0,0.04630000000000223,0.0,0.0,0.0,0.0,0.0,0.0,1795.7675279358123,80.80728157389039,3.25,2.1267823541621307,-0.03336407199553912,0.0
2014-04-30,0.0,0.0,0.0,0.0,1.72,6.2,16.695,1043.0,100.83,8.9,5.3,2.3,6.272,0.12,3.2,0.1299999999999999,-0.5,-0.28999999999999915,73.0,0.057599999999993656,12.7,6.699999999999999,0.7999999999999998,-0.041999999999999815,0.0,0.0,1862.8179110749672,80.11742238965184,3.25,-0.12238344199151006,-0.009224768715037704,0.0
2014-06-18,0.0,0.0,0.0,0.0,1.72,6.1,17.516,911.0,100.9181,8.9,5.3,2.3,6.272,0.12,3.1,-0.050000000000000044,-0.20000000000000018,0.3789999999999978,-96.0,0.037399999999990996,0.0,0.0,0.0,0.0,0.0,-0.19999999999999973,1866.5734684641768,79.69327513266109,3.25,2.095045731707317,0.027799696706313298,0.0
2014-07-30,0.0,0.0,0.0,0.0,1.73,6.2,17.277,1085.0,100.9373,1.7,5.0,1.7,6.277,0.12,3.3,0.010000000000000009,0.10000000000000053,-0.23899999999999721,174.0,0.019199999999997885,-7.2,-0.2999999999999998,-0.5999999999999999,0.004999999999999893,0.0,0.19999999999999973,1957.4339157263992,80.07014087849794,3.25,0.6437787099167027,0.014322218413136982,0.0
2014-09-17,0.0,0.0,0.0,0.0,1.7,5.9,16.959,1023.0,100.9306,1.7,5.0,1.7,6.277,0.12,3.0,0.010000000000000009,-0.1999999999999993,-0.28000000000000114,39.0,-0.010400000000004184,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,1935.6052616132674,80.90181059621352,3.25,2.063346687343479,0.08393384554660283,0.0
2014-10-29,0.0,0.0,0.0,0.0,1.68,5.7,16.756,1074.0,100.9024,3.4,2.0,0.4,6.165,0.12,2.9,-0.020000000000000018,-0.20000000000000018,-0.2029999999999994,51.0,-0.028199999999998226,1.7,-3.0,-1.2999999999999998,-0.1120000000000001,0.0,-0.10000000000000009,2002.5694222799161,85.04449516057137,3.25,-2.6291174911871185,0.019836250331759037,0.0
2014-12-17,0.0,0.0,0.0,0.0,1.6,5.6,17.178,1073.0,100.7878,3.4,2.0,0.4,6.165,0.12,2.8,-0.039999999999999813,-0.20000000000000018,0.2289999999999992,72.0,-0.0688999999999993,0.0,0.0,0.0,0.0,0.0,0.0,2041.1526733823769,87.37641069365712,3.25,0.3672814771273418,0.03704531599835653,0.0
2015-01-28,0.0,0.0,0.0,0.0,1.49,5.7,16.91,1085.0,100.6969,-3.1,3.6,-0.2,6.06,0.12,2.5,-0.1100000000000001,0.10000000000000053,-0.2680000000000007,12.0,-0.09090000000000487,-6.5,1.6,-0.6000000000000001,-0.10500000000000043,0.0,-0.2999999999999998,2066.954404398955,88.68327387367808,3.25,-0.9516717252831004,0.13431189002060306,0.0
2015-03-18,0.0,0.0,0.0,0.0,1.55,5.4,17.896,960.0,100.4792,-3.1,3.6,-0.2,6.06,0.12,3.0,0.0,-0.09999999999999964,1.0050000000000026,74.0,-0.11139999999998906,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,2080.843607939079,92.90856827260725,3.25,0.10523394541457975,0.13920569735536975,0.0
2015-04-29,0.0,0.0,0.0,0.0,1.57,5.4,17.693,1190.0,100.3682,1.1,2.5,2.3,6.097,0.12,2.6,0.020000000000000018,0.0,-0.2029999999999994,230.0,-0.1110000000000042,4.2,-1.1,2.5,0.03700000000000081,0.0,-0.3999999999999999,2074.928809614547,98.08324280848487,3.25,0.663900363403746,-0.008247476504654587,0.0
2015-06-17,0.0,0.0,0.0,0.0,1.57,5.3,17.889,1205.0,100.1227,1.1,2.5,2.3,6.097,0.12,2.7,0.020000000000000018,-0.2999999999999998,-0.03999999999999915,126.0,-0.1280000000000001,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,2115.9764297963848,94.51432087861703,3.25,-0.369234623393946,0.04119862147739963,0.0
2015-07-29,0.0,0.0,0.0,0.0,1.55,5.2,18.318,1146.0,99.96289,-3.2,1.6,1.1,6.057,0.12,2.8,-0.020000000000000018,-0.09999999999999964,0.42900000000000205,-59.0,-0.15980999999999312,-4.300000000000001,-0.8999999999999999,-1.1999999999999997,-0.040000000000000036,0.0,0.09999999999999964,2096.338818274309,94.30073204439276,3.25,-0.04073375741779189,0.09117071969168522,0.0
2015-09-17,0.0,0.0,0.0,0.0,1.56,5.0,18.281,1224.0,99.61057,-3.2,1.6,1.1,6.057,0.12,2.8,-0.010000000000000009,-0.09999999999999964,-0.10999999999999943,94.0,-0.1728999999999985,0.0,0.0,0.0,0.0,0.0,0.0,2098.295946925359,97.04912822337931,3.25,-4.790150308110573,-0.04826126763214243,0.0
2015-10-28,0.0,0.0,0.0,0.0,1.52,5.0,18.27,1058.0,99.46815,-0.5,0.7,0.0,6.007,0.12,2.7,-0.040000000000000036,0.0,-0.010999999999999233,-166.0,-0.14242000000000132,2.7,-0.9000000000000001,-1.1,-0.05000000000000071,0.0,-0.09999999999999964,1922.7275356598432,95.57498214136848,3.25,3.1282811819468646,-0.0032613189378265647,0.0
2015-12-16,0.0,0.0,0.0,0.0,1.48,5.0,17.503,1146.0,99.2442,-0.5,0.7,0.0,6.007,0.12,2.6,-0.010000000000000009,-0.09999999999999964,-0.8109999999999999,-26.0,-0.10424999999999329,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,2089.0806918792196,99.21094207232007,3.25,-0.8142295491820016,-0.013473916136844628,0.0
2016-01-27,0.0,0.0,0.0,1.0,1.6,4.8,18.054,1092.0,99.1592,-1.1,2.3,-0.3,5.927,0.38,2.5,0.1200000000000001,-0.20000000000000018,0.5509999999999984,-54.0,-0.08500000000000796,-0.6000000000000001,1.5999999999999999,-0.3,-0.08000000000000007,0.0,-0.10000000000000009,2086.0000276465867,98.14247330722078,3.4538327526132404,-5.309367003756534,0.027132409125670245,0.001698606271777004
2016-03-16,0.0,0.0,0.0,0.0,1.62,5.0,17.291,1111.0,99.07903,-1.1,2.3,-0.3,5.927,0.38,2.7,0.030000000000000027,0.09999999999999964,-0.8049999999999997,-114.0,-0.021760000000000446,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,1850.0490752429498,96.77076766382942,3.5,4.106912008145961,0.010961603038402469,0.0
2016-04-27,0.0,0.0,0.0,0.0,1.64,5.1,17.669,1163.0,99.07615,3.1,1.3,2.7,5.798,0.38,2.8,0.019999999999999796,0.09999999999999964,0.3780000000000001,52.0,-0.0028800000000046566,4.2,-0.9999999999999998,3.0,-0.12899999999999956,0.0,0.09999999999999964,2029.897983245318,95.6289544454435,3.5,1.536771682579759,-0.03324041599180614,0.0
2016-06-15,0.0,0.0,0.0,0.0,1.66,4.9,17.735,1203.0,99.07256,3.1,1.3,2.7,5.798,0.38,2.6,-0.020000000000000018,0.10000000000000053,0.03999999999999915,55.0,-0.003540000000000987,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,2043.588379756914,94.22209114313955,3.5,1.6629956820285283,0.019188093391445105,0.0
2016-07-27,0.0,0.0,0.0,1.0,1.67,4.8,18.109,1239.0,99.08393,6.7,2.9,1.0,5.731,0.4,2.7,0.010000000000000009,-0.10000000000000053,0.37400000000000233,36.0,0.011369999999999436,3.6,1.5999999999999999,-1.7000000000000002,-0.06700000000000017,0.0,0.10000000000000009,2043.5320874789038,94.1812185094747,3.5,3.311455660829977,0.08118298626942899,0.0
2016-09-21,0.0,0.0,0.0,0.0,1.74,5.0,17.956,1068.0,99.20682,6.7,2.9,1.0,5.731,0.4,2.4,0.030000000000000027,0.09999999999999964,0.028999999999999915,-103.0,0.08299999999999841,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,2194.255867881642,95.1724400005274,3.5,-1.2480860055531362,0.010085303276673261,0.0
2016-11-02,0.0,0.0,0.0,0.0,1.82,4.9,17.954,1313.0,99.33022,-3.0,2.2,1.9,5.708,0.4,2.4,0.08000000000000007,-0.09999999999999964,-0.0019999999999988916,245.0,0.12340000000000373,-9.7,-0.6999999999999997,0.8999999999999999,-0.022999999999999687,0.0,0.0,2166.748855856653,94.96669040905888,3.5,-0.9065411398219732,0.10251909714542623,0.0
2016-12-14,0.0,0.0,0.0,0.0,1.91,4.7,18.277,1252.0,99.63734,-3.0,2.2,1.9,5.708,0.4,2.2,0.05999999999999983,0.0,0.48499999999999943,112.0,0.1560699999999997,0.0,0.0,0.0,0.0,0.0,-0.19999999999999973,2109.831445142367,97.89470441333094,3.5,3.5440121321728015,0.10735013476647558,0.0
2017-02-01,0.0,1.0,0.0,1.0,1.95,4.7,17.652,1190.0,99.76431,10.1,2.0,2.1,5.647,0.65,2.6,0.040000000000000036,0.0,-0.625,-62.0,0.12697000000000003,13.1,-0.20000000000000018,0.20000000000000018,-0.06099999999999994,0.0,0.3999999999999999,2252.6144670758927,103.44317081996373,3.75,0.8178978471390465,-0.08315855551264466,0.0
2017-03-15,0.0,1.0,0.0,0.0,1.84,4.4,17.061,1190.0,99.88908,10.1,2.0,2.1,5.647,0.65,2.5,-0.10999999999999988,-0.2999999999999998,-0.5910000000000011,0.0,0.12477000000001226,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,2290.270391271505,99.95662170835489,3.75,2.6559449943515903,0.04940062599315037,0.0
2017-05-03,0.0,1.0,0.0,1.0,1.78,4.4,17.166,1146.0,99.90274,1.4,2.3,1.1,5.556,0.9,2.5,-0.06000000000000005,0.0,0.10500000000000043,-44.0,0.013659999999987349,-8.7,0.2999999999999998,-1.0,-0.09100000000000019,0.0,0.0,2344.368081548073,100.37613077196926,4.0,0.5602169448905706,-0.017050456668441932,0.0
2017-06-14,0.0,1.0,0.0,0.0,1.68,4.3,17.13,1249.0,99.92577,1.4,2.3,1.1,5.556,0.9,2.6,0.0,-0.10000000000000053,0.04899999999999949,92.0,0.015770000000003392,0.0,0.0,0.0,0.0,0.0,0.0,2380.224608524336,99.22717901887795,4.0,1.3247692998693383,-0.06946869959814632,0.0
2017-07-26,0.0,1.0,0.0,1.0,1.64,4.3,17.237,1206.0,99.95693,2.4,3.2,2.1,5.52,1.15,2.6,-0.040000000000000036,0.0,0.10699999999999932,-43.0,0.031159999999999854,1.0,0.9000000000000004,1.0,-0.036000000000000476,0.0,0.0,2424.339722955684,97.75735364641463,4.20383275261324,0.8038670343804445,-0.08356274063163532,0.001698606271777004
2017-09-20,0.0,1.0,0.0,0.0,1.63,4.3,18.313,1181.0,100.1326,2.4,3.2,2.1,5.52,1.15,2.7,-0.010000000000000009,-0.10000000000000053,1.2620000000000005,22.0,0.10360000000000014,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,2435.420741915287,93.72958065657666,4.25,1.2623792056837981,-0.050783924275574176,0.0
2017-11-01,0.0,1.0,0.0,0.0,1.63,4.2,18.482,1257.0,100.2557,10.8,4.6,2.5,5.541,1.15,2.4,0.0,-0.09999999999999964,0.16900000000000048,76.0,0.12310000000000798,8.4,1.3999999999999995,0.3999999999999999,0.021000000000000796,0.0,-0.30000000000000027,2499.1718775519926,92.39181258038776,4.25,2.131942993589395,0.04893373628941985,0.0
2017-12-13,0.0,1.0,0.0,0.0,1.66,4.1,17.887,1177.0,100.5045,10.8,4.6,2.5,5.541,1.15,2.7,0.030000000000000027,-0.10000000000000053,-0.5949999999999989,-80.0,0.24879999999998859,0.0,0.0,0.0,0.0,0.0,0.30000000000000027,2565.8805727011654,94.7471095228029,4.25,1.8978015859783326,-0.045172479343746394,0.0
2018-01-31,0.0,1.0,0.0,1.0,1.72,4.0,17.176,1299.0,100.6268,2.6,3.3,2.6,5.579,1.42,2.7,0.06000000000000005,-0.09999999999999964,-0.7110000000000021,122.0,0.12230000000000985,-8.200000000000001,-1.2999999999999998,0.10000000000000009,0.03799999999999937,0.0,0.0,2646.231578016115,93.74926803004035,4.5,5.275276210665289,-0.10823169269628237,0.0
2018-03-21,1.0,1.0,0.0,0.0,1.79,4.0,17.662,1318.0,100.8117,2.6,3.3,2.6,5.579,1.42,2.8,0.040000000000000036,-0.09999999999999964,0.21499999999999986,41.0,0.0730000000000075,0.0,0.0,0.0,0.0,0.0,0.09999999999999964,2660.419241343641,89.73637602802768,4.5,2.860001811914744,0.007522672061720884,0.0
2018-05-02,1.0,1.0,0.0,1.0,1.76,4.0,17.584,1276.0,100.8373,2.2,2.1,2.9,5.629,1.7,2.7,-0.030000000000000027,0.0,-0.0779999999999994,-42.0,0.02559999999999718,-0.3999999999999999,-1.1999999999999997,0.2999999999999998,0.04999999999999982,0.0,-0.09999999999999964,2625.0178758574693,89.46895572781978,4.70383275261324,1.1353372713414638,0.03295467124168049,0.001698606271777004
2018-06-13,1.0,1.0,0.0,0.0,1.9,4.0,17.743,1192.0,100.7822,2.2,2.1,2.9,5.629,1.7,3.0,0.039999999999999813,0.20000000000000018,-0.08600000000000207,-165.0,-0.042999999999992156,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,2665.4957118017746,92.56986063781102,4.75,2.5598612396559237,0.043275305452246664,0.0
2018-08-01,1.0,1.0,0.0,1.0,1.93,3.8,17.629,1208.0,100.7105,-4.9,2.5,1.7,5.636,1.9,2.9,0.030000000000000027,-0.20000000000000018,-0.11399999999999721,16.0,-0.07170000000000698,-7.1000000000000005,0.3999999999999999,-1.2,0.007000000000000561,0.0,-0.10000000000000009,2716.8789989723978,94.7013224159799,5.0,2.790063604162131,-0.0030417558623523065,0.0
2018-09-26,1.0,1.0,0.0,0.0,1.94,3.7,17.776,1250.0,100.4742,-4.9,2.5,1.7,5.636,1.92,2.7,0.010000000000000009,-0.09999999999999964,0.21199999999999974,-38.0,-0.13870000000000005,0.0,0.0,0.0,0.0,0.0,-0.2999999999999998,2848.917888787565,96.0471077364081,5.0,1.8225066181674656,-0.04435534327703075,0.0
2018-11-08,1.0,1.0,0.0,1.0,2.02,3.8,18.061,1181.0,100.0727,1.7,0.6,1.7,5.604,2.2,2.8,0.08000000000000007,0.09999999999999964,0.28500000000000014,-69.0,-0.40149999999999864,6.6000000000000005,-1.9,0.0,-0.03200000000000003,0.0,0.09999999999999964,2925.97957725392,94.92832938802367,5.226480836236934,-6.745564169003159,0.04314454640245608,0.0008710801393728227
2018-12-19,1.0,1.0,0.0,0.0,2.02,3.9,18.077,1095.0,99.84918,1.7,0.6,1.7,5.604,2.2,2.7,0.0,0.10000000000000009,0.01600000000000179,-86.0,-0.2235199999999935,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,2766.5589722955683,96.62919948989922,5.25,-3.4283023209522008,0.013686390787051599,0.0
2019-01-30,1.0,1.0,0.0,1.0,1.92,4.0,16.91,1232.0,99.64113,4.4,2.2,1.4,5.636,2.4,2.7,-0.10000000000000009,0.10000000000000009,-1.1670000000000016,137.0,-0.20805000000000007,2.7,1.6,-0.30000000000000004,0.03200000000000003,0.0,0.0,2415.891833793826,96.71024436817767,5.45383275261324,6.747225431116618,-0.02331710576180369,0.001698606271777004
2019-03-20,1.0,1.0,0.0,0.0,2.0,3.8,17.732,1195.0,99.32806,4.4,2.2,1.4,5.636,2.4,2.5,0.040000000000000036,0.0,0.786999999999999,67.0,-0.13878000000001123,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,2732.6036491792793,96.5733788254369,5.5,1.9596949348050967,0.007196916852678426,0.0
2019-05-01,1.0,1.0,0.0,0.0,2.12,3.6,16.868,1267.0,99.20252,-2.8,3.4,2.0,5.627,2.4,2.5,0.1200000000000001,-0.19999999999999973,-0.8640000000000008,72.0,-0.12553999999998666,-7.2,1.1999999999999997,0.6000000000000001,-0.009000000000000341,0.0,0.0,2808.6450688697732,96.52501678466797,5.5,3.397903580615746,0.03237112091808805,0.0
2019-06-19,1.0,1.0,0.0,-1.0,2.0,3.6,17.815,1228.0,98.97952,-2.8,3.4,2.0,5.627,2.35,2.7,-0.020000000000000018,-0.10000000000000009,-0.21199999999999974,-79.0,-0.10668000000001143,0.0,0.0,0.0,0.0,0.0,-0.19999999999999973,2846.388808831936,97.82104532062384,5.5,-0.13580590224847566,-0.016222987690038264,0.0
2019-07-31,1.0,1.0,0.0,0.0,2.04,3.7,17.731,1245.0,98.89021,0.6,4.6,1.2,5.603,2.35,2.6,0.040000000000000036,0.10000000000000009,-0.08399999999999963,17.0,-0.08930999999999756,3.4,1.1999999999999997,-0.8,-0.02400000000000002,0.0,-0.10000000000000009,2932.3342787048127,96.259720699297,5.5,2.26812790927156,0.035343239282482064,0.0
2019-09-18,1.0,1.0,0.0,-1.0,2.01,3.5,17.746,1300.0,98.82976,0.6,4.6,1.2,5.603,2.1,2.8,-0.03000000000000025,-0.20000000000000018,-0.1130000000000031,-67.0,-0.0007300000000043383,0.0,0.0,0.0,0.0,0.0,0.09999999999999964,2863.934845077036,97.6726119676118,5.25,2.9599516652602365,0.02458889260109337,0.0
2019-10-30,1.0,1.0,0.0,-1.0,2.02,3.6,17.087,1332.0,98.8852,1.4,2.6,1.3,5.52,1.8,2.5,0.010000000000000231,0.10000000000000009,-0.6589999999999989,32.0,0.055440000000004375,0.7999999999999999,-1.9999999999999996,0.10000000000000009,-0.08300000000000018,0.0,-0.2999999999999998,2962.457740703942,99.09864060139408,5.04616724738676,0.6165768081718206,-0.03477349497300029,-0.001698606271777004
2019-12-11,1.0,1.0,0.0,-1.0,1.93,3.6,17.551,1551.0,99.05483,1.4,2.6,1.3,5.52,1.55,2.3,-0.09000000000000008,0.0,0.46399999999999864,219.0,0.16962999999999795,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,3060.6454091354526,97.82588841773907,4.79616724738676,2.2254970856244563,0.006778719699341408,-0.001698606271777004
2020-01-29,1.0,1.0,0.0,0.0,1.98,3.5,16.841,1572.0,99.09734,-15.4,-5.3,1.9,5.328,1.55,2.5,0.050000000000000044,-0.10000000000000009,-0.7099999999999973,21.0,0.04251000000000715,-16.8,-7.9,0.5999999999999999,-0.19199999999999928,0.0,0.20000000000000018,3197.0429849126194,97.13330950055804,4.75,3.179912670813372,0.009017433937418226,0.0
2020-03-15,1.0,1.0,1.0,1.0,1.88,4.4,11.736,1267.0,97.66722,-15.4,-5.3,1.9,5.328,1.6,2.2,-0.10000000000000009,0.9000000000000004,-5.289999999999999,-298.0,-1.400909999999996,0.0,0.0,0.0,0.0,0.0,-0.19999999999999973,3468.7922346267965,99.22184753417969,4.891114982578397,-14.762258751633281,-0.053641137844178614,-0.012543554006968643
2020-04-29,1.0,1.0,1.0,-1.0,1.74,14.7,8.834,925.0,92.62319,-61.5,-28.0,-1.6,1.589,0.1,2.1,-0.1399999999999999,10.299999999999999,-2.902000000000001,-342.0,-5.0440300000000065,-46.1,-22.7,-3.5,-3.7390000000000003,0.0,-0.10000000000000009,2357.463718321265,100.9520224860321,3.25,13.90056985994665,-0.03575966200346739,0.0
2020-06-10,1.0,1.0,0.0,0.0,1.8,11.0,13.545,1266.0,96.17052,-61.5,-28.0,-1.6,1.589,0.1,3.0,0.06000000000000005,-3.6999999999999993,4.711,341.0,3.5473300000000023,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,2804.7133431783536,100.31327647033054,3.25,7.647807795826983,-0.05966379783710125,0.0
2020-07-29,1.0,1.0,0.0,0.0,1.85,10.2,15.279,1529.0,97.72092,62.0,34.8,3.6,1.278,0.1,3.0,0.050000000000000044,-0.8000000000000007,1.734,263.0,1.5504000000000104,123.5,62.8,5.2,-0.31099999999999994,0.0,0.0,3055.506600303517,97.98128942828562,3.25,4.7679998843096705,-0.06946686801179405,0.0
2020-09-16,1.0,1.0,0.0,0.0,1.86,7.9,16.77,1463.0,98.72652,62.0,34.8,3.6,1.278,0.1,2.6,-0.010000000000000009,-0.5,0.9019999999999992,86.0,0.288109999999989,0.0,0.0,0.0,0.0,0.0,-0.5,3363.877652370971,93.17947714669363,3.25,1.9929346808988468,-0.008205549392965797,0.0
2020-11-05,1.0,1.0,0.0,0.0,1.72,6.7,16.405,1545.0,99.47733,25.8,4.2,2.8,1.252,0.1,2.8,-0.14000000000000012,-1.2000000000000002,-0.36499999999999844,82.0,0.7508100000000013,-36.2,-30.599999999999998,-0.8000000000000003,-0.026000000000000023,0.0,0.19999999999999973,3368.1944796997495,94.06059145512066,3.25,1.1512995596962114,-0.022188126833181377,0.0
2020-12-16,1.0,1.0,0.0,0.0,1.71,6.7,17.052,1663.0,99.89468,25.8,4.2,2.8,1.252,0.1,2.5,-0.010000000000000009,0.0,0.6469999999999985,118.0,0.417349999999999,0.0,0.0,0.0,0.0,0.0,-0.2999999999999998,3492.2128412864763,93.20425250222874,3.25,5.512857661762306,-0.062054053914671475,0.0
2021-01-27,1.0,0.0,0.0,0.0,1.7,6.3,16.629,1602.0,100.2705,0.9,5.2,5.3,1.231,0.1,3.0,-0.010000000000000009,-0.40000000000000036,-0.42299999999999827,-61.0,0.3758200000000045,-24.900000000000002,1.0,2.5,-0.020999999999999908,0.0,0.5,3681.8394822177156,90.06787492173889,3.25,3.8477213683444047,0.006398926047082403,0.0
2021-03-17,1.0,0.0,0.0,0.0,1.81,6.1,18.287,1700.0,100.9771,0.9,5.2,5.3,1.231,0.1,3.1,0.10000000000000009,-0.10000000000000053,2.2109999999999985,278.0,0.329899999999995,0.0,0.0,0.0,0.0,0.0,-0.19999999999999973,3893.7387933498476,90.44118555580698,3.25,-0.447548768578506,0.027123669880192384,0.0
2021-04-28,1.0,0.0,0.0,0.0,1.94,6.1,18.502,1484.0,101.2526,2.0,6.2,6.2,1.214,0.1,3.4,0.1299999999999999,0.0,0.21499999999999986,-216.0,0.27550000000000807,1.1,1.0,0.9000000000000004,-0.017000000000000126,0.0,0.2999999999999998,3891.8103316569577,92.70815258491331,3.25,8.007703274716903,-0.0314076400384671,0.0
2021-06-16,1.0,0.0,0.0,0.0,2.08,5.9,15.996,1661.0,101.3408,2.0,6.2,6.2,1.214,0.1,4.2,0.07000000000000028,0.10000000000000053,-1.5709999999999997,61.0,0.007199999999997431,0.0,0.0,0.0,0.0,0.0,-0.39999999999999947,4153.121920595601,90.45289215725889,3.25,1.9155997352733016,-0.011425108693617953,0.0
2021-07-28,1.0,0.0,0.0,1.0,2.13,5.4,15.306,1593.0,101.2905,1.5,3.3,6.0,1.209,0.15,4.7,0.04999999999999982,-0.5,-0.6900000000000013,-68.0,-0.05030000000000712,-0.5,-2.9000000000000004,-0.20000000000000018,-0.004999999999999893,0.0,0.5,4219.780851889155,91.57662065353128,3.25,4.57955437105292,0.03453487569031396,0.0
2021-09-22,1.0,0.0,0.0,0.0,2.46,4.8,12.747,1560.0,101.1544,1.5,3.3,6.0,1.209,0.15,4.6,0.23999999999999977,-0.40000000000000036,-1.0020000000000007,-16.0,-0.06230000000000757,0.0,0.0,0.0,0.0,0.0,0.0,4465.502832711781,92.94494698022716,3.25,0.6095793295405054,-0.009344917058113897,0.0
2021-11-03,1.0,0.0,0.0,0.0,2.75,4.5,13.25,1572.0,101.109,24.2,7.0,7.1,1.217,0.15,4.8,0.29000000000000004,-0.2999999999999998,0.5030000000000001,12.0,-0.04540000000000077,22.7,3.7,1.0999999999999996,0.008000000000000007,0.0,0.20000000000000018,4330.040324885671,93.69881449842286,3.25,5.989322718178355,0.0077787764811768035,0.0
2021-12-15,1.0,0.0,0.0,0.0,3.33,3.9,13.244,1787.0,101.0232,24.2,7.0,7.1,1.217,0.15,4.8,0.27,-0.30000000000000027,-0.30900000000000105,75.0,-0.048799999999999955,0.0,0.0,0.0,0.0,0.0,-0.10000000000000053,4687.129193774499,94.48344806843933,3.25,-1.5059714074749568,0.056778794132458676,0.0
2022-01-26,1.0,0.0,0.0,0.0,3.71,4.0,14.798,1669.0,100.9425,-4.6,-2.0,8.4,1.217,0.15,4.9,0.3799999999999999,0.10000000000000009,1.5540000000000003,-118.0,-0.08070000000000732,-28.799999999999997,-9.0,1.3000000000000007,0.0,0.0,0.10000000000000053,4747.847031862479,96.47790864951104,3.25,-4.021924763855619,-0.029505223928843548,0.0
2022-03-16,1.0,0.0,0.0,0.0,3.99,3.6,14.049,1713.0,100.6459,-4.6,-2.0,8.4,1.217,0.15,5.4,0.08000000000000007,-0.19999999999999973,-0.0600000000000005,-58.0,-0.1758000000000095,0.0,0.0,0.0,0.0,0.0,0.5,4540.254028745645,94.89160363599397,3.25,-8.106725946619123,0.09584670515425994,0.0
2022-05-04,1.0,0.0,0.0,1.0,4.24,3.6,13.4,1543.0,100.1296,10.6,-0.6,9.1,1.238,0.4,5.3,0.25,0.0,-0.6489999999999991,-170.0,-0.5163000000000011,15.2,1.4,0.6999999999999993,0.020999999999999908,0.0,-0.10000000000000053,4625.592613512631,97.80431948140108,3.5,-10.137484858177269,0.11743035399539961,0.0
2022-06-15,1.0,0.0,0.0,1.0,4.63,3.6,13.748,1561.0,99.8346,10.6,-0.6,9.1,1.238,0.9,5.3,0.3899999999999997,0.0,0.347999999999999,18.0,-0.2950000000000017,0.0,0.0,0.0,0.0,0.0,0.0,4062.978479046439,103.74121952389176,3.907665505226481,-0.7269346230536806,-0.03554877437365607,0.003397212543554008
2022-07-27,1.0,0.0,0.0,1.0,4.72,3.5,13.965,1371.0,99.57693,16.2,2.7,4.5,1.271,1.65,5.2,0.08999999999999986,-0.10000000000000009,0.21700000000000053,-190.0,-0.2576699999999903,5.6,3.3000000000000003,-4.6,0.03299999999999992,0.0,-0.09999999999999964,3729.4558760480186,103.98017311760772,4.611498257839721,5.378181271436739,0.09894257256378292,0.005095818815331013
2022-09-21,1.0,0.0,0.0,1.0,4.98,3.5,14.191,1463.0,99.20307,16.2,2.7,4.5,1.271,2.4,4.7,0.03000000000000025,-0.20000000000000018,0.18100000000000094,-42.0,-0.1685499999999962,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,4279.3459693828945,106.28268214634487,5.5,-10.006308568230075,0.10548783943628194,0.0
