DATE,OECDLOLITOAASTSAM
2008-05-01,100.428580001907
2008-06-01,99.9452313228227
2008-07-01,99.3487942353672
2008-08-01,98.6390599508055
2008-09-01,97.834139986577
2008-10-01,96.9918402263915
2008-11-01,96.2199187997621
2008-12-01,95.614067129805
2009-01-01,95.2328767811634
2009-02-01,95.1058645431849
2009-03-01,95.2363071092622
2009-04-01,95.5964935308958
2009-05-01,96.1152338191663
2009-06-01,96.7213456052834
2009-07-01,97.3524837432852
2009-08-01,97.9641047872076
2009-09-01,98.5239984135472
2009-10-01,99.0074698513785
2009-11-01,99.4109718573877
2009-12-01,99.7411946035844
2010-01-01,100.002842037096
2010-02-01,100.198493570327
2010-03-01,100.33905788105
2010-04-01,100.418865847545
2010-05-01,100.44423739146
2010-06-01,100.444604552327
2010-07-01,100.4565346085
2010-08-01,100.504199460608
2010-09-01,100.586928802331
2010-10-01,100.694278034085
2010-11-01,100.818041100721
2010-12-01,100.933708894215
2011-01-01,101.015094339007
2011-02-01,101.033647837869
2011-03-01,100.975654569183
2011-04-01,100.842956175905
2011-05-01,100.647115763401
2011-06-01,100.404847964564
2011-07-01,100.143243082345
2011-08-01,99.8971082813781
2011-09-01,99.7082544087976
2011-10-01,99.6032564780634
2011-11-01,99.5760219957738
2011-12-01,99.6004165350734
2012-01-01,99.6409122473785
2012-02-01,99.6643188470139
2012-03-01,99.6482711643628
2012-04-01,99.5870374346161
2012-05-01,99.4913531859538
2012-06-01,99.38189393333
2012-07-01,99.2865775197462
2012-08-01,99.2218746509896
2012-09-01,99.1981921786006
2012-10-01,99.212881777884
2012-11-01,99.2655554339354
2012-12-01,99.3547882839929
2013-01-01,99.4703740887778
2013-02-01,99.5998117550286
2013-03-01,99.7261887317996
2013-04-01,99.8499116148157
2013-05-01,99.9715074635551
2013-06-01,100.087770990044
2013-07-01,100.195427444834
2013-08-01,100.295580084515
2013-09-01,100.38292008482
2013-10-01,100.451629822351
2013-11-01,100.501676539921
2013-12-01,100.529927990273
2014-01-01,100.542931002288
2014-02-01,100.554109110711
2014-03-01,100.567535440344
2014-04-01,100.569201186497
2014-05-01,100.556818779571
2014-06-01,100.534930381493
2014-07-01,100.509035271271
2014-08-01,100.484783293505
2014-09-01,100.468816225352
2014-10-01,100.455074377655
2014-11-01,100.443023147078
2014-12-01,100.432055013084
2015-01-01,100.425874274685
2015-02-01,100.422105232917
2015-03-01,100.414702164076
2015-04-01,100.394300332364
2015-05-01,100.351322568361
2015-06-01,100.286123628857
2015-07-01,100.196792978855
2015-08-01,100.095922583325
2015-09-01,99.9985882305541
2015-10-01,99.9130221128693
2015-11-01,99.8308974711516
2015-12-01,99.7464539295384
2016-01-01,99.6674376574894
2016-02-01,99.6046274576915
2016-03-01,99.571839247402
2016-04-01,99.5654268164742
2016-05-01,99.5723650663671
2016-06-01,99.5910676677738
2016-07-01,99.6261398303263
2016-08-01,99.686257778898
2016-09-01,99.7752884890074
2016-10-01,99.8853862710901
2016-11-01,100.002108402418
2016-12-01,100.11647599971
2017-01-01,100.218309702851
2017-02-01,100.310135483943
2017-03-01,100.393998790326
2017-04-01,100.471099754854
2017-05-01,100.545380080276
2017-06-01,100.621834129557
2017-07-01,100.697697414642
2017-08-01,100.774359669711
2017-09-01,100.846107534253
2017-10-01,100.903467140703
2017-11-01,100.94119761489
2017-12-01,100.958445270311
2018-01-01,100.958323881746
2018-02-01,100.941472825015
2018-03-01,100.900432963859
2018-04-01,100.836098017342
2018-05-01,100.74875715748
2018-06-01,100.636807994183
2018-07-01,100.500724590949
2018-08-01,100.344318278447
2018-09-01,100.174091197039
2018-10-01,100.002290964601
2018-11-01,99.8473533647334
2018-12-01,99.7170289011458
2019-01-01,99.618551465753
2019-02-01,99.5480163598057
2019-03-01,99.4912443238099
2019-04-01,99.4269724935158
2019-05-01,99.3489092133974
2019-06-01,99.262373326779
2019-07-01,99.1804516961497
2019-08-01,99.1183488828227
2019-09-01,99.0897900577305
2019-10-01,99.0925738856929
2019-11-01,99.1121704477972
2019-12-01,99.1273434775728
2020-01-01,99.1193056116032
2020-02-01,99.08043980078
2020-03-01,96.8671624722447
2020-04-01,91.5992860183732
2020-05-01,93.5719746640982
2020-06-01,96.3105441346421
2020-07-01,97.7625262038699
2020-08-01,98.3294482261319
2020-09-01,98.5598959135358
2020-10-01,98.8280214639264
2020-11-01,99.17288606046
2020-12-01,99.5959905289336
2021-01-01,99.9144486880336
2021-02-01,100.278777120831
2021-03-01,100.707661799875
2021-04-01,101.037050525839
2021-05-01,101.265273265858
2021-06-01,101.412813017454
2021-07-01,101.4795162708
2021-08-01,101.477471833478
2021-09-01,101.435661500649
2021-10-01,101.363323201601
2021-11-01,101.259741215775
2021-12-01,101.112341786805
2022-01-01,100.906952721689
2022-02-01,100.640829554389
2022-03-01,100.324961271676
2022-04-01,99.9858791324865
2022-05-01,99.6403661246664
2022-06-01,99.3114925152634
2022-07-01,99.0247504476473
2022-08-01,98.7877353217178
2022-09-01,98.5917781646508
2022-10-01,98.434971771274
2022-11-01,98.3101894908785
