,ffr,change,decision,loan,exports,pce,ue,rgdp,cars,recess,gdpg,veloc,house,cli,spx,usd,fed_party,potus_party
1/1/1989,,,,,,,,,,,,,,,,,,
1/2/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,,,,
1/3/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,,92.5,,
1/4/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,275.3099975585937,92.16999816894533,,
1/5/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,279.42999267578125,92.98000336,,
1/6/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.0100098,93.58999633789062,,
1/7/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.6700134277344,94.36000061035156,,
1/8/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.6700134277344,94.36000061035156,,
1/9/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.6700134277344,94.36000061035156,,
1/10/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.9800109863281,94.5,,
1/11/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,280.3800048828125,95.08999633789062,,
1/12/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,282.0100098,94.55000305,,
1/13/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,283.1700134277344,94.62999725341795,,
1/14/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,283.8699951171875,95.31999969482422,,
1/15/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,283.8699951171875,95.31999969482422,,
1/16/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,283.8699951171875,95.31999969482422,,
1/17/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,284.1400146484375,96.01000213623048,,
1/18/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,283.54998779296875,95.62000274658205,,
1/19/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,286.5299987792969,96.58000183105467,,
1/20/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,286.9100036621094,95.83000183105467,1,1
1/21/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,286.6300048828125,95.08999633789062,1,1
1/22/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,286.6300048828125,95.08999633789062,1,1
1/23/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,286.6300048828125,95.08999633789062,1,1
1/24/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,284.5,94.94000244140624,1,1
1/25/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,288.4899902,95.25,1,1
1/26/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,289.1400146484375,95.05000305,1,1
1/27/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,291.69000244140625,95.45999908447266,1,1
1/28/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,293.82000732421875,96.19000244140624,1,1
1/29/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,293.82000732421875,96.19000244140624,1,1
1/30/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,293.82000732421875,96.19000244140624,1,1
1/31/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,294.9899902,96.02999877929688,1,1
2/1/1989,,,,,12.5,4.05,5.4,4.1,15.372,0,4.2,7.028,1621,100.5312,297.4700012207031,96.76999664,1,1
2/2/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,297.0899963378906,96.58000183105467,1,1
2/3/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.8399963378906,96.80000305,1,1
2/4/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.9700012207031,96.73999786376952,1,1
2/5/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.9700012207031,96.73999786376952,1,1
2/6/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.9700012207031,96.73999786376952,1,1
2/7/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.0400085449219,96.61000061035156,1,1
2/8/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,299.6300048828125,96.58999633789062,1,1
2/9/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,298.6499938964844,96.48999786376952,1,1
2/10/1989,,,,,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.0599975585937,95.65000153,1,1
2/11/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,292.0199890136719,96.37999725341795,1,1
2/12/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,292.0199890136719,96.37999725341795,1,1
2/13/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,292.0199890136719,96.37999725341795,1,1
2/14/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,292.5400085449219,96.16999816894533,1,1
2/15/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,291.8099975585937,95.20999908447266,1,1
2/16/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,294.2399902,95.01000213623048,1,1
2/17/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,294.8099975585937,95,1,1
2/18/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.7600098,94.90000153,1,1
2/19/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.7600098,94.90000153,1,1
2/20/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.7600098,94.90000153,1,1
2/21/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,296.7600098,94.90000153,1,1
2/22/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,295.9800109863281,95.48999786376952,1,1
2/23/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,290.9100036621094,95.23999786376952,1,1
2/24/1989,,,,11,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,292.04998779296875,94.52999877929688,1,1
2/25/1989,,,,11.5,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,287.1300048828125,94.66000366210938,1,1
2/26/1989,,,,11.5,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,287.1300048828125,94.66000366210938,1,1
2/27/1989,,,,11.5,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,287.1300048828125,94.66000366210938,1,1
2/28/1989,,,,11.5,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,287.82000732421875,94.88999938964844,1,1
3/1/1989,,,,11.5,12.5,4.15,5.2,4.1,14.991,0,4.2,7.028,1425,100.4231,288.8599853515625,94.90000153,1,1
3/2/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,287.1099853515625,95.66999816894533,1,1
3/3/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,289.95001220703125,96.01000213623048,1,1
3/4/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,291.17999267578125,95.77999877929688,1,1
3/5/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,291.17999267578125,95.77999877929688,1,1
3/6/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,291.17999267578125,95.77999877929688,1,1
3/7/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,294.8099975585937,96.20999908447266,1,1
3/8/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,293.8699951171875,96.26999664,1,1
3/9/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,294.0799865722656,96.62000274658205,1,1
3/10/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,293.92999267578125,96.33999633789062,1,1
3/11/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.8800048828125,96.48999786376952,1,1
3/12/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.8800048828125,96.48999786376952,1,1
3/13/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.8800048828125,96.48999786376952,1,1
3/14/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,295.32000732421875,96.83999633789062,1,1
3/15/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,295.1400146484375,96.44000244140624,1,1
3/16/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,296.6700134277344,96.98999786376952,1,1
3/17/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,299.44000244140625,96.88999938964844,1,1
3/18/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.69000244140625,97.30999755859376,1,1
3/19/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.69000244140625,97.30999755859376,1,1
3/20/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.69000244140625,97.30999755859376,1,1
3/21/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,289.9200134277344,96.93000030517578,1,1
3/22/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,291.3299865722656,96.98999786376952,1,1
3/23/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,290.4899902,96.83999633789062,1,1
3/24/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,288.9800109863281,96.98999786376952,1,1
3/25/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,288.9800109863281,96.98999786376952,1,1
3/26/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,288.9800109863281,96.98999786376952,1,1
3/27/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,288.9800109863281,96.98999786376952,1,1
3/28/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,290.57000732421875,97.61000061035156,1,1
3/29/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,291.5899963378906,98.23999786376952,1,1
3/30/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.3500061035156,98.13999938964844,1,1
3/31/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,292.5199890136719,98.13999938964844,1,1
4/1/1989,,,,11.5,12.5,4.16,5,4.1,14.662,0,4.2,7.028,1422,100.2684,294.8699951171875,98.13999938964844,1,1
4/2/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,294.8699951171875,98.13999938964844,1,1
4/3/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,294.8699951171875,98.13999938964844,1,1
4/4/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,296.3900146484375,97.51000213623048,1,1
4/5/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,295.3099975585937,96.84999847,1,1
4/6/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,296.2399902,97.05000305,1,1
4/7/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,295.2900085449219,97.15000153,1,1
4/8/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,297.1600036621094,97.51999664,1,1
4/9/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,297.1600036621094,97.51999664,1,1
4/10/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,297.1600036621094,97.51999664,1,1
4/11/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,297.1099853515625,97.69999695,1,1
4/12/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,298.4899902,97.81999969482422,1,1
4/13/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,298.9899902,97.75,1,1
4/14/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,296.3999938964844,97.27999877929688,1,1
4/15/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,301.3599853515625,96.93000030517578,1,1
4/16/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,301.3599853515625,96.93000030517578,1,1
4/17/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,301.3599853515625,96.93000030517578,1,1
4/18/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,301.7200012207031,96.76000213623048,1,1
4/19/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,306.0199890136719,96.44000244140624,1,1
4/20/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,307.1499938964844,96.86000061035156,1,1
4/21/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,306.19000244140625,96.23000336,1,1
4/22/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6099853515625,96.36000061035156,1,1
4/23/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6099853515625,96.36000061035156,1,1
4/24/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6099853515625,96.36000061035156,1,1
4/25/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,308.69000244140625,96.73999786376952,1,1
4/26/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,306.75,97,1,1
4/27/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,306.92999267578125,97.56999969482422,1,1
4/28/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.5799865722656,97.44000244140624,1,1
4/29/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6400146484375,97.70999908447266,1,1
4/30/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6400146484375,97.70999908447266,1,1
5/1/1989,,,,11.5,18.7,4.16,5.2,3.1,16.024,0,4.3,7.233,1339,100.0943,309.6400146484375,97.70999908447266,1,1
5/2/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,309.1199951171875,98.18000030517578,1,1
5/3/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,308.1199951171875,98.12999725341795,1,1
5/4/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,308.1600036621094,98.26999664,1,1
5/5/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,307.7699890136719,98.33000183105467,1,1
5/6/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,307.6099853515625,98.41999816894533,1,1
5/7/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,307.6099853515625,98.41999816894533,1,1
5/8/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,307.6099853515625,98.41999816894533,1,1
5/9/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,306,98.95999908447266,1,1
5/10/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,305.19000244140625,98.90000153,1,1
5/11/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,305.79998779296875,98.55999755859376,1,1
5/12/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,306.95001220703125,99.16000366210938,1,1
5/13/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,313.8399963378906,99.44000244140624,1,1
5/14/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,313.8399963378906,99.44000244140624,1,1
5/15/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,313.8399963378906,99.44000244140624,1,1
5/16/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,316.1600036621094,100.43000030517578,1,1
5/17/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,315.2799987792969,100.30999755859376,1,1
5/18/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,317.4800109863281,101.87000274658205,1,1
5/19/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,317.9700012207031,101.91999816894533,1,1
5/20/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.2399902,101.97000122070312,1,1
5/21/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.2399902,101.97000122070312,1,1
5/22/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.2399902,101.97000122070312,1,1
5/23/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.9800109863281,103.76000213623048,1,1
5/24/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,318.32000732421875,103.94000244140624,1,1
5/25/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,319.1400146484375,104.26000213623048,1,1
5/26/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,319.1700134277344,102.83000183105467,1,1
5/27/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.5899963378906,102.5199966430664,1,1
5/28/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.5899963378906,102.5199966430664,1,1
5/29/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.5899963378906,102.5199966430664,1,1
5/30/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,321.5899963378906,102.5199966430664,1,1
5/31/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,319.04998779296875,103.43000030517578,1,1
6/1/1989,,,,11.5,18.7,4.24,5.2,3.1,15.267,0,4.3,7.233,1331,99.92727,320.5199890136719,102.9800033569336,1,1
6/2/1989,,,,11.5,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.9700012207031,102.80999755859376,1,1
6/3/1989,,,,11.5,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,325.5199890136719,101.22000122070312,1,1
6/4/1989,,,,11.5,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,325.5199890136719,101.22000122070312,1,1
6/5/1989,,,,11.5,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,325.5199890136719,101.22000122070312,1,1
6/6/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,322.0299987792969,102.88999938964844,1,1
6/7/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,324.2399902,102.48999786376952,1,1
6/8/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.95001220703125,102.52999877929688,1,1
6/9/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.75,102.72000122070312,1,1
6/10/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.69000244140625,104.31999969482422,1,1
6/11/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.69000244140625,104.31999969482422,1,1
6/12/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.69000244140625,104.31999969482422,1,1
6/13/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.2399902,105.0999984741211,1,1
6/14/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,323.9100036621094,104.87000274658205,1,1
6/15/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,323.8299865722656,105.61000061035156,1,1
6/16/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,320.0799865722656,104.13999938964844,1,1
6/17/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.3500061035156,103.33000183105467,1,1
6/18/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.3500061035156,103.33000183105467,1,1
6/19/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.3500061035156,103.33000183105467,1,1
6/20/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.8900146484375,103.11000061035156,1,1
6/21/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,321.25,103.5500030517578,1,1
6/22/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,320.4800109863281,102.36000061035156,1,1
6/23/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,322.32000732421875,101.55999755859376,1,1
6/24/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,328,100.93000030517578,1,1
6/25/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,328,100.93000030517578,1,1
6/26/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,328,100.93000030517578,1,1
6/27/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,326.6000061035156,101.95999908447266,1,1
6/28/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,328.44000244140625,101.95999908447266,1,1
6/29/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,325.8099975585937,102.19000244140624,1,1
6/30/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,319.67999267578125,102.33999633789062,1,1
7/1/1989,,,,11,18.7,4.13,5.3,3.1,14.384,0,4.3,7.233,1397,99.79815,317.9800109863281,102.0199966430664,1,1
7/2/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,317.9800109863281,102.0199966430664,1,1
7/3/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,317.9800109863281,102.0199966430664,1,1
7/4/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,319.2300109863281,100.9000015258789,1,1
7/5/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,319.2300109863281,100.9000015258789,1,1
7/6/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,320.6400146484375,98.58000183105467,1,1
7/7/1989,9.25,-25,-1,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,321.54998779296875,98.80000305,1,1
7/8/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,324.9100036621094,98.30999755859376,1,1
7/9/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,324.9100036621094,98.30999755859376,1,1
7/10/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,324.9100036621094,98.30999755859376,1,1
7/11/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,327.07000732421875,98,1,1
7/12/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,328.7799987792969,98.90000153,1,1
7/13/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,329.8099975585937,98.54000091552734,1,1
7/14/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,329.95001220703125,98.94000244140624,1,1
7/15/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,331.8399963378906,99.98999786376952,1,1
7/16/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,331.8399963378906,99.98999786376952,1,1
7/17/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,331.8399963378906,99.98999786376952,1,1
7/18/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,332.44000244140625,99.76999664,1,1
7/19/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,331.3500061035156,99.33000183105467,1,1
7/20/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,335.7300109863281,100.02999877929688,1,1
7/21/1989,,,,11,4.1,4.04,5.2,3,14.695,0,3,7.307,1427,99.7191,333.5100098,99.68000030517578,1,1
