,ffr,change,decision,cars,cli,exports,fed_party,gdpg,house,loan,pce,potus_party,recess,rgdp,spx,ue,usd,veloc
154,2.0,0.0,0.0,13.578600000000002,98.65287533333331,-1.7999999999999996,1.0,3.0,832.8,5.0,2.6073333333333317,1.0,1.0,-2.1000000000000005,1268.91232096875,6.099999999999998,77.89899927788801,10.418000000000001
155,1.0,-50.0,-1.0,11.135799999999998,97.36881900000002,-19.529999999999998,1.0,1.2,781.3,4.666666666666667,2.453,1.0,1.0,-7.86,986.8856668919531,6.46,82.24900054917904,9.635
156,0.12,-88.0,-1.0,10.459266666666663,96.04054200000002,-21.5,1.0,1.0,609.0666666666667,4.0,2.2846666666666664,1.0,1.0,-8.5,860.2806660946094,7.033333333333335,86.28700002014062,9.548
157,0.12,0.0,0.0,9.865599999999999,95.17340066666672,-27.393333333333324,1.0,-0.12666666666666662,499.3333333333333,3.25,2.2186666666666666,0.7333333333333333,1.0,-5.033333333333333,873.9536621091667,7.733333333333335,83.33366622904363,9.207399999999998
158,0.12,0.0,0.0,9.502999999999998,94.78207133333332,-28.299999999999994,1.0,-0.30000000000000004,540.9333333333333,3.25,2.177333333333334,0.0,1.0,-4.5,743.1436706532552,8.51333333333333,87.7386678060918,9.154999999999998
159,0.12,0.0,0.0,9.4159,94.95453800000004,-0.40000000000000024,1.0,-0.6599999999999998,480.7,3.25,2.086,0.0,1.0,-1.0799999999999998,844.5753275617969,8.97,85.31800028513736,8.8598
160,0.12,0.0,0.0,10.1562,95.73598066666662,2.700000000000001,1.0,-0.6999999999999997,573.0,3.25,1.8946666666666665,0.0,1.0,-0.6999999999999997,924.9826721220574,9.473333333333333,80.18800023410546,8.827
161,0.12,0.0,0.0,12.628666666666671,96.60273666666663,15.600000000000003,1.0,0.5,591.3333333333334,3.25,1.6133333333333335,0.0,0.0,1.3999999999999995,969.5729980054167,9.533333333333335,78.91166636042708,8.691
162,0.12,0.0,0.0,11.100700000000005,97.34218099999995,15.600000000000003,1.0,0.5,585.3,3.25,1.5159999999999993,0.0,0.0,1.3999999999999995,1034.8236754746094,9.740000000000002,77.51533330271354,8.691
163,0.12,0.0,0.0,10.607000000000003,98.01565466666668,23.89999999999999,1.0,1.2999999999999996,537.6,3.25,1.4920000000000002,0.0,0.0,4.400000000000001,1068.3849934531252,9.993333333333332,75.96533355692122,8.698000000000002
164,0.12,0.0,0.0,11.154399999999999,98.62048266666669,23.89999999999999,1.0,1.2999999999999996,584.7333333333333,3.25,1.3706666666666665,0.0,0.0,4.400000000000001,1101.9326659395836,9.899999999999999,75.44166692053582,8.698000000000002
165,0.12,0.0,0.0,10.95816666666667,99.13138166666671,11.733333333333338,1.0,1.216666666666667,608.5,3.25,1.2266666666666668,0.0,0.0,2.3166666666666673,1128.2943317611978,9.81666666666667,77.65366668697656,8.706333333333333
166,0.12,0.0,0.0,10.994933333333332,99.532186,9.300000000000002,1.0,1.2000000000000002,618.9333333333333,3.25,1.0426666666666666,0.0,0.0,1.8999999999999995,1116.535994466146,9.846666666666664,80.39099985744727,8.708
167,0.12,0.0,0.0,11.496400000000001,99.68538333333329,9.126666666666667,1.0,1.8933333333333333,680.2,3.25,0.9393333333333334,0.0,0.0,3.633333333333334,1193.3156656515625,9.899999999999999,81.06433308898504,8.737466666666666
168,0.12,0.0,0.0,11.727600000000002,99.61595199999995,9.1,1.0,2.0,550.1,3.25,0.8309999999999997,0.0,0.0,3.900000000000001,1088.7206624057292,9.459999999999999,86.81733449409376,8.741999999999999
169,0.12,0.0,0.0,11.965600000000002,99.52316933333334,11.899999999999997,1.0,1.2000000000000002,560.1333333333333,3.25,0.8500000000000002,0.0,0.0,3.099999999999999,1098.2623331591146,9.426666666666668,82.16733296684765,8.670999999999998
170,0.12,0.0,0.0,11.95573333333334,99.56114333333329,11.899999999999997,1.0,1.2000000000000002,595.8333333333334,3.25,0.8689999999999998,0.0,0.0,3.099999999999999,1091.288325979948,9.5,82.57266591379751,8.670999999999998
