,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1989-10-04,0.6329718417767285,-3.0602752652122063,-0.538931192866727,-1.0735362181141312,-1.516208182370155,-0.01200064332035001,0.6950787911565502,0.5201405902461768,-0.6469529832020332,-2.3108213373493833,-1.4368898246363786,0.656363753550699,-0.8895665290588771,2.3649502584841113,-0.2933465630603506,-1.1302217256886595,0.13201036498997845,-0.9408830139433966,-1.46601203082221,-0.4821815595401424,0.030697425434311178,0.0009484068239892073,0.16182663690539584,-0.5277886229352451,-0.34501119505232253,-0.5229451979650649,-0.35904713628775586,-0.2997351760618942,-0.26782032393116195,-0.29012048891978,-0.028711407687799173,-0.037584026979330526
1989-11-15,0.4781267159558709,-2.8426346103390605,-0.8170758294200378,-1.3407530415572397,-1.392495391521939,-0.25307326855630885,0.905914089125915,0.3729335670765719,-0.10240675312947901,-2.189463283337286,-0.9822583088829225,-0.5431039994819021,-0.8538406723239003,0.37228633895442054,-0.2320558930912501,-0.09028097451211879,-0.7838588304245158,-1.2617187983748068,-0.36887141757173436,0.011755774286699851,-0.027772509455449755,-0.06262153506422737,0.12009901422805756,-0.12896071852681643,-0.5441900598270287,-0.23902593970035654,0.03845792284014036,-0.02669245093952297,0.1530289209306068,0.00822345525249952,-0.15940141968921695,-0.01938703295695094
1989-12-20,0.7940757394801959,-2.9504826537744635,-1.3694669192917903,-0.9310577107284307,-0.6225500429681187,-0.7054217767703206,1.7438214759596813,1.2222337337235345,-0.554717888139329,-1.316105756512026,-1.0640252926434839,-0.7603457924186211,-3.924776890731327,-0.44603012823244,-1.5367395532154358,0.16407176348532845,0.18322861757547612,-0.4539231465276414,-0.9477208273977915,1.0088789341995419,-1.9132180366563358,0.7546720688138948,0.13041055744905675,0.07074573278484045,-0.43650760445404285,-0.0666368147520838,-0.11712281548180192,0.2588752629237512,0.26949866913524906,-0.03166871697736168,0.1240025438782008,-0.04754449470341609
1990-02-08,0.37336536461717434,-4.18613878843497,-3.7658175969717806,-0.7417388316426688,1.9430834519319107,-0.9896316575274408,0.7448235391569601,0.623333177650912,-0.5825733078841269,0.6276271868194091,-1.583586560600529,-1.251211549352873,0.5048543152746886,1.6515495766248982,-1.0404362255301949,-2.5458019510877183,-2.945143046118904,0.7935478041027272,1.6379315911513208,-0.9881848600963001,0.41036063012142987,-0.7111270045015077,-0.6999255389257067,-0.14929602304631145,0.14093240440383784,0.07436876853186322,-0.16012147175693386,-0.2530579940022749,0.35858791141000695,0.14928824150357053,0.06724170084693444,-0.02860040564041906
1990-03-28,-0.3843043505547703,-2.896625240484861,-0.5958454378396412,-1.9899497985002144,-0.8272970517415741,-0.617498168631151,0.3711641325936588,0.12639737372743762,-1.4257098199039901,-1.8285973533305409,0.06834833489286946,-1.6818381674011262,-0.4034964337718888,-0.5527107354676544,-0.6443288593198746,0.5693542558787713,-0.6932678577515551,-1.368447268969665,-0.8625840907000578,0.7827748719410391,1.096747274898469,-0.08025712074355086,0.03440609042849359,-0.2653988985030602,-0.2515097872394652,-0.2769268249652022,-0.24372374347252754,0.021482234411080194,-0.21510685004473037,-0.02090273910165572,0.11139639857510174,-0.06862867143887992
1990-05-16,0.46553361156141376,-2.613214673161494,-0.786906491760602,-1.441341686155271,-1.1658847889635795,-0.07988983203182998,0.7702306848619656,0.4333145435026152,-0.27524295282609273,-2.392499185329318,-0.4565055422539611,-0.8868559981503127,-0.882603309234473,0.48226085946818714,0.22917447839670185,-0.3693737722799672,-0.9287064795253867,-0.8855911410576777,-0.34368921161506694,-0.20858350922553026,-0.4095148537298739,-0.41812591652483705,-0.3727462436464757,0.2655137565110982,-0.28554417946885235,0.47928357476986755,-0.31109122678763096,0.09323393995875134,-0.38010660651995803,-0.18595651648403783,0.4070351165867704,0.017404200757264388
1990-07-05,1.1165546265436064,-2.5737096137225266,0.2889157216662766,-1.5309654867983873,-1.3570614494376039,-0.33012844522538565,0.44335562626982056,0.670607034396392,-0.5710044950881145,-1.7115923828080863,-1.128609897197381,-0.9414221356254008,-0.7118471649466053,-0.2953287289569761,-1.2089912883971834,-0.283517802344432,0.2061608677537544,-2.239242373073887,-0.27974986172773325,0.0338229274369034,0.7822847603572874,0.5082798048241319,-0.5736377487348024,0.4306730557432091,0.10435159272514608,0.5912534994452492,-0.3080402800675276,-0.23931895826572397,-0.19162607945619028,-0.11786052862550714,0.19484416434575105,0.4166894233654534
1990-08-22,2.7854533925618243,-3.334441435676308,-0.188659844252577,-3.2015325979761347,0.9504533143546445,-0.9973829575208124,-1.6265361289035694,0.24649184697666707,0.22731876189605146,-2.116482945103098,-4.489149572620071,-0.0018873077496692312,-0.35504937092895655,-0.24924759757053322,-0.13347794862798346,-0.14433767763362135,1.5512477561708653,0.2281592078692961,0.35631822233348037,1.3205012550185324,0.39430675981873364,0.8957981256060407,0.09965156210230282,0.4733213474265643,-0.2210441245804232,0.3605499055033911,-0.2851593853018216,-0.5721945802340652,-0.41206190403169896,-0.008970633831252798,0.06678181875618355,0.19984515327527855
1990-10-03,3.123727040473341,-2.9565484528019152,-0.7467902331780801,-2.8680866099130977,0.8331766950041878,-1.187663998135603,-0.6893558485237016,-0.7046052552719604,0.7065334966624416,-2.965143209894944,-1.746818143392944,-1.44308970402349,0.40314948366619974,-0.8148861041916063,0.45748640579583943,-0.3719412255961413,1.266414697332334,0.4739588331923219,-0.03211224392607501,0.8523187254139676,0.018727077895343346,0.26168922477637246,-0.2280659599545999,0.2720365471522682,0.17269271681718076,-0.0723018310845591,-0.7280383691440334,-0.19010972675552845,-0.2529731053139783,0.015921154419612556,-0.23177182775643204,0.11553065695804213
1990-11-14,3.7349535624526577,-2.5218965648453184,-1.2070828849908217,-2.702460167369252,0.6503198709455194,-0.7160902146502323,-0.4279662937163686,-0.6700238810248847,1.464999470448405,-3.4145908827173175,-1.4903032324541654,-1.025861966652997,0.07643706974119559,0.2771539977006111,0.964888487259802,-1.5570223154541214,1.4759601573335357,0.6497547962140796,-0.5387104099260228,0.09752575875839527,-0.455912664375348,0.07183038883223183,0.07657877824302646,-0.0868523588697328,0.7123455513792856,-0.09271479407432313,-0.6298628285268074,0.1847712474499569,-0.37962611768510196,0.32824957082301026,-0.442654672113299,-0.07326200903124155
